file_name,compound_name,A,B,C,Ae,Be,Ce,De,Ee,Fe,Ge,Density,Volume,T_boil
"PVAP_((1,1-dimethylethoxy)methyl)oxirane.tab","((1,1-dimethylethoxy)methyl)oxirane",14.88692186,4309.86217902,-48.98688898,70.5611795,-9715.12781665,0.0,0.0,-7.50990961,213660.0,-2.0,0.93608176,0.23093948,468.70008523183236
PVAP_((1-methylethyl)thio)benzene.tab,((1-methylethyl)thio)benzene,15.37581535,4914.96885132,-45.11384623,80.85873969,-11344.92739637,0.0,0.0,-8.82309678,303790.0,-2.0,0.99435846,0.25426461,502.00224913217306
"PVAP_(+)-(1'r,2's,4's)-(e)-beta-santalol.tab","(+)-(1'r,2's,4's)-(e)-beta-santalol",15.36053644,5456.55479308,-88.76286834,50.38349719,-7096.52518211,0.0,0.0,-4.97777138,-796940.0,-2.0,0.94035444,0.38911165,596.7177689511097
"PVAP_(+)-(1'r,2's,4's)-beta-santalol.tab","(+)-(1'r,2's,4's)-beta-santalol",15.4096258,5468.36174215,-88.64670072,50.57503071,-7124.90554166,0.0,0.0,-4.99660871,-795340.0,-2.0,0.93342078,0.39200205,595.3850434670013
"PVAP_(+)-(1'r,3's,6's)-3'-methyl-norlimbanol.tab","(+)-(1'r,3's,6's)-3'-methyl-norlimbanol",15.93320726,5812.31940932,-81.93555419,56.56516727,-8346.58696667,0.0,0.0,-5.68219523,-637950.0,-2.0,0.86911381,0.45936114,595.6239403248919
PVAP_(+)-(14r)-14-methyl-15-pentadecanolide.tab,(+)-(14r)-14-methyl-15-pentadecanolide,16.64800747,7462.78774998,-38.9765057,104.80820258,-16197.64861014,0.0,0.0,-11.86777085,444040.0,-2.0,0.93410407,0.45225937,659.3414104705164
"PVAP_(+)-(1r,2r)-2-tert-butylcyclohexyl_acetate.tab","(+)-(1r,2r)-2-tert-butylcyclohexyl_acetate",15.71235383,5415.02890364,-44.88017984,88.3274668,-12552.08667623,0.0,0.0,-9.78312122,342070.0,-2.0,0.9261754,0.35553737,532.9835528931446
"PVAP_(+)-(1r,2s,2'r,4r)-2'-isopropyl-1,7,7-trimethylspiro(bicyclo(2_2_1)heptane-2,4'-(1,3)dioxane).tab","(+)-(1r,2s,2'r,4r)-2'-isopropyl-1,7,7-trimethylspiro(bicyclo(2_2_1)heptane-2,4'-(1,3)dioxane)",16.36071102,6657.98739785,-41.43240573,100.10390761,-14929.3958869,0.0,0.0,-11.27680096,413350.0,-2.0,0.96799894,0.4329652,608.4374437492511
"PVAP_(+)-(1r,3r)-3-methylcyclopentadecanol.tab","(+)-(1r,3r)-3-methylcyclopentadecanol",15.52794737,6264.33170884,-82.69164717,49.03762556,-7861.18408596,0.0,0.0,-4.7574737,-813860.0,-2.0,0.89602333,0.44556554,656.8945103916674
"PVAP_(+)-(1r,3r,4ar,9as)-magnolan.tab","(+)-(1r,3r,4ar,9as)-magnolan",15.83901087,6546.11527994,-41.50180722,89.35170259,-13771.77001567,0.0,0.0,-9.90393844,320340.0,-2.0,1.11777766,0.30345205,624.8993039154874
"PVAP_(+)-(1r,3r,4as,9ar)-magnolan.tab","(+)-(1r,3r,4as,9ar)-magnolan",15.76257332,6408.25497385,-41.42393766,88.19036355,-13530.54901885,0.0,0.0,-9.75733449,319030.0,-2.0,1.11849309,0.30325795,616.4523728912558
"PVAP_(+)-(1s,1'r)-rosamusk.tab","(+)-(1s,1'r)-rosamusk",15.90286161,5713.9356454,-44.71406794,91.28655375,-13120.45759769,0.0,0.0,-10.1564789,350930.0,-2.0,0.93542193,0.35202293,551.0653680456476
"PVAP_(+)-(1s,2r)-2-heptylcyclopropanecarboxylicacid.tab","(+)-(1s,2r)-2-heptylcyclopropanecarboxylicacid",15.41786812,4975.97168266,-97.84662776,66.80827423,-7884.36317831,0.0,0.0,-7.23482421,-766340.0,-2.0,0.93705478,0.32655308,558.6045869551334
"PVAP_(+)-(1s,2r)-georgywood.tab","(+)-(1s,2r)-georgywood",16.20005919,6446.67012512,-41.62504443,96.57603882,-14379.63454858,0.0,0.0,-10.82416132,390990.0,-2.0,0.93811559,0.4148686,598.2493433805255
"PVAP_(+)-(1s,2r,2'r,4s)-1,2',7,7-tetramethyl-spiro(bicyclo(2_2_1)heptane-2,4'-(1,3)dioxane).tab","(+)-(1s,2r,2'r,4s)-1,2',7,7-tetramethyl-spiro(bicyclo(2_2_1)heptane-2,4'-(1,3)dioxane)",15.87596232,6112.8322631,-41.14719573,91.00179485,-13530.6146298,0.0,0.0,-10.11673598,365850.0,-2.0,1.00845158,0.36940412,584.1418336787275
"PVAP_(+)-(1s,2r,2'r,4s)-2'-isopropyl-1,7,7-trimethylspiro(bicyclo(2_2_1)heptane-2,4'-(1,3)dioxane).tab","(+)-(1s,2r,2'r,4s)-2'-isopropyl-1,7,7-trimethylspiro(bicyclo(2_2_1)heptane-2,4'-(1,3)dioxane)",16.29513554,6445.05041783,-41.9243725,98.99711761,-14610.89040048,0.0,0.0,-11.13699182,409570.0,-2.0,0.97697078,0.42898914,593.8777425233222
"PVAP_(+)-(1s,3r)-3-methylcyclopentadecanol.tab","(+)-(1s,3r)-3-methylcyclopentadecanol",15.54492285,6264.26796272,-82.90590333,48.4159685,-7792.11103294,0.0,0.0,-4.67201011,-823350.0,-2.0,0.89682518,0.44516715,656.2108546111486
"PVAP_(+)-(1s,3r,6r,8r)-8-tertbutylbicyclodecan-3-ol.tab","(+)-(1s,3r,6r,8r)-8-tertbutylbicyclodecan-3-ol",15.01727741,5126.93071586,-91.06145372,40.87308929,-5812.63063129,0.0,0.0,-3.75032287,-870690.0,-2.0,0.93497604,0.37359884,584.0856106703451
"PVAP_(+)-(1s,4r,5r,9s)-1-hydroxy-1,4,7,7,9-pentamethylspiro(4_5)decan-2-one.tab","(+)-(1s,4r,5r,9s)-1-hydroxy-1,4,7,7,9-pentamethylspiro(4_5)decan-2-one",15.9332453,6327.61032881,-47.92979033,90.30830978,-13541.78640731,0.0,0.0,-10.03285931,259950.0,-2.0,0.98091983,0.40351719,607.1573174655648
"PVAP_(+)-(2r,3s)-2,3-methano-1-pentanol.tab","(+)-(2r,3s)-2,3-methano-1-pentanol",13.86524372,3056.54034915,-106.75373712,37.42674568,-3606.87444169,0.0,0.0,-3.43133897,-704190.0,-2.0,0.87192723,0.19074839,437.30093268913186
"PVAP_(+)-(2r,3s)-2,3-methanodimethyloctenol.tab","(+)-(2r,3s)-2,3-methanodimethyloctenol",14.80073917,4373.98042735,-93.66355151,37.38712477,-4907.67939883,0.0,0.0,-3.28478007,-785290.0,-2.0,0.86737444,0.32215665,523.2261154492184
"PVAP_(+)-(2r,4ar,8as)-polywood.tab","(+)-(2r,4ar,8as)-polywood",16.24382564,6478.63955354,-42.4711659,97.87172215,-14523.88925182,0.0,0.0,-10.99428515,390370.0,-2.0,0.97446062,0.4061919,599.7498852023923
"PVAP_(+)-(2r,4r)-2-acetyl-p-menth-6-ene.tab","(+)-(2r,4r)-2-acetyl-p-menth-6-ene",15.73530752,5590.90206163,-43.98003364,87.54239211,-12649.21482103,0.0,0.0,-9.67416719,332870.0,-2.0,0.90461665,0.33094108,546.8958349069624
"PVAP_(+)-(2r,4r)-clarycet.tab","(+)-(2r,4r)-clarycet",15.93861253,6018.47992799,-44.83673749,91.14378769,-13386.34256173,0.0,0.0,-10.13531154,327470.0,-2.0,1.01768313,0.32678718,576.4914553579147
"PVAP_(+)-(2r,4r)-rhubafuran.tab","(+)-(2r,4r)-rhubafuran",15.49354397,5637.97526282,-42.27678655,83.3221494,-12312.47625728,0.0,0.0,-9.13715748,310790.0,-2.0,1.00349586,0.29166027,560.7012445038185
"PVAP_(+)-(2r,4s)-clarycet.tab","(+)-(2r,4s)-clarycet",15.92619581,5969.40968597,-44.35878557,91.02956506,-13338.11423568,0.0,0.0,-10.12011776,335620.0,-2.0,0.99961976,0.3326923,572.2578127638195
"PVAP_(+)-(2r,4s)-disila-okoumal.tab","(+)-(2r,4s)-disila-okoumal",17.98060003,7530.45760011,-45.38130954,123.26200811,-17885.70473979,0.0,0.0,-14.18309242,509400.0,-2.0,1.00072905,0.53194065,608.9426932801689
"PVAP_(+)-(2r,4s)-okoumal.tab","(+)-(2r,4s)-okoumal",17.15574774,8027.95028003,-40.97854701,114.42990424,-17631.47609315,0.0,0.0,-13.09943606,469870.0,-2.0,1.0026636,0.47767064,681.2979874191562
"PVAP_(+)-(2r,4s,6r)-floropal.tab","(+)-(2r,4s,6r)-floropal",15.92732982,6527.80893345,-42.08575144,91.25118859,-13930.13016864,0.0,0.0,-10.14813358,331430.0,-2.0,1.05870931,0.32354433,619.3083943436347
"PVAP_(+)-(2s)-2-ethyl-4,4-dimethyl-1-cyclohexanone.tab","(+)-(2s)-2-ethyl-4,4-dimethyl-1-cyclohexanone",15.15592055,4858.9616056,-43.53123514,77.05472377,-10946.60327858,0.0,0.0,-8.33886505,288650.0,-2.0,0.9002955,0.28450504,504.63883325885865
"PVAP_(+)-(2s,4r)-florol.tab","(+)-(2s,4r)-florol",14.66552398,4521.21574871,-93.19989675,53.66239963,-6650.57248758,0.0,0.0,-5.50048904,-662800.0,-2.0,0.97134508,0.27051346,543.1978947318322
"PVAP_(+)-(2s,4r)-rhubafuran.tab","(+)-(2s,4r)-rhubafuran",15.49414232,5635.12039338,-42.3462709,83.32631031,-12309.10681273,0.0,0.0,-9.13775348,310230.0,-2.0,1.00086805,0.29242603,560.4797097055881
"PVAP_(+)-(2s,4s)-disila-okoumal.tab","(+)-(2s,4s)-disila-okoumal",17.98995508,7488.68596503,-45.67936622,123.50317493,-17862.75249191,0.0,0.0,-14.21489616,509620.0,-2.0,1.01453697,0.5247009,605.7225694186878
"PVAP_(+)-(2s,4s)-florol.tab","(+)-(2s,4s)-florol",14.73912839,4573.35781078,-93.45348859,57.97704525,-7101.69375892,0.0,0.0,-6.0746415,-639620.0,-2.0,0.98494202,0.26677907,545.3308077633632
"PVAP_(+)-(2s,5r)-2,6,10,10-tetramethyl-1-oxaspiro(4_5)dec-6-ene.tab","(+)-(2s,5r)-2,6,10,10-tetramethyl-1-oxaspiro(4_5)dec-6-ene",15.61357495,5461.31345884,-42.32234335,86.23873882,-12430.65589045,0.0,0.0,-9.51124293,347960.0,-2.0,0.93100321,0.34657953,539.0202395274939
"PVAP_(+)-(3ar,6s,7ar)-perhydro-3,3,6-trimethyl-2-benzo[b]furanone.tab","(+)-(3ar,6s,7ar)-perhydro-3,3,6-trimethyl-2-benzo[b]furanone",15.42659759,6126.28378409,-39.76307561,81.70103498,-12657.14456153,0.0,0.0,-8.92649038,296060.0,-2.0,1.02274414,0.2959202,606.5778339701756
"PVAP_(+)-(3r,3ar,6s,7ar)-perhydro-3,6-dimethyl-2-benzo[b]furanone.tab","(+)-(3r,3ar,6s,7ar)-perhydro-3,6-dimethyl-2-benzo[b]furanone",15.23986975,5978.9240692,-39.4140025,78.07118471,-12168.04498644,0.0,0.0,-8.46306641,275050.0,-2.0,1.04899904,0.26630988,602.3197577627056
"PVAP_(+)-(3r,3as,6r,7ar)-perhydro-3,6-dimethyl-2-benzo[b]furanone.tab","(+)-(3r,3as,6r,7ar)-perhydro-3,6-dimethyl-2-benzo[b]furanone",15.2257144,6006.6340862,-39.13949103,77.92127606,-12184.49322056,0.0,0.0,-8.44450066,275280.0,-2.0,1.0443611,0.26749255,605.4087668655601
"PVAP_(+)-(3r,3as,6s,7ar)-perhydro-3,6-dimethyl-2-benzo[b]furanone.tab","(+)-(3r,3as,6s,7ar)-perhydro-3,6-dimethyl-2-benzo[b]furanone",15.17419886,5975.26471608,-38.80714806,76.99324968,-12069.3111235,0.0,0.0,-8.32609526,272270.0,-2.0,1.04520628,0.26727625,604.8682266093319
"PVAP_(+)-(3r,6e)-2,3-dihydrofarnesol.tab","(+)-(3r,6e)-2,3-dihydrofarnesol",16.19868491,5588.74402095,-98.79953669,58.13142283,-7147.73213962,0.0,0.0,-6.02150235,-1044600.0,-2.0,0.8461432,0.4403484,581.4052595247582
"PVAP_(+)-(3s,3as,6r,7ar)-perhydro-3,6-dimethyl-2-benzo[b]furanone.tab","(+)-(3s,3as,6r,7ar)-perhydro-3,6-dimethyl-2-benzo[b]furanone",15.2675193,6006.25369176,-39.85073998,78.62981078,-12242.1676597,0.0,0.0,-8.53533511,273670.0,-2.0,1.03953485,0.26873444,603.8613244375122
"PVAP_(+)-(3s,3as,6s,7ar)-perhydro-3,6-dimethyl-2-benzo[b]furanone.tab","(+)-(3s,3as,6s,7ar)-perhydro-3,6-dimethyl-2-benzo[b]furanone",15.22491776,5996.55808778,-39.71605755,77.71356407,-12145.33849477,0.0,0.0,-8.41779995,267340.0,-2.0,1.04843594,0.26645291,605.077888997151
"PVAP_(+)-(3s,5s)-3,5-dimethylcyclohexanone.tab","(+)-(3s,5s)-3,5-dimethylcyclohexanone",14.65892039,4408.59888635,-42.53038817,67.45378902,-9598.39653762,0.0,0.0,-7.11274993,238160.0,-2.0,0.92058222,0.22763303,481.6081822130066
"PVAP_(+)-(4ar,5s)-karanone.tab","(+)-(4ar,5s)-karanone",16.03185051,6796.41049597,-40.77396694,92.90829905,-14368.56228717,0.0,0.0,-10.35494124,347680.0,-2.0,1.00296989,0.35814427,636.2442584379961
"PVAP_(+)-(4ar,8as)-5,5,8a-trimethyloctahydronaphthalen-2-one.tab","(+)-(4ar,8as)-5,5,8a-trimethyloctahydronaphthalen-2-one",15.52004531,5780.94418389,-41.38436846,83.7488475,-12503.55104657,0.0,0.0,-9.18985758,316200.0,-2.0,0.9670712,0.33365346,571.6629257163576
"PVAP_(+)-(4r,4ar,8as)-geosmin.tab","(+)-(4r,4ar,8as)-geosmin",14.61633497,4582.66482466,-69.95493259,44.52169292,-6852.81814699,0.0,0.0,-4.12192301,-313240.0,-2.0,0.95186132,0.31803192,528.3130042811335
"PVAP_(+)-(6s)-3,4-didehydro-7,8-dihydro-g-ionone.tab","(+)-(6s)-3,4-didehydro-7,8-dihydro-g-ionone",15.84057304,5828.11287436,-45.73940259,89.10603191,-12993.40129032,0.0,0.0,-9.87555884,310690.0,-2.0,0.91596168,0.34861631,565.0753767965293
"PVAP_(+)-(6s)-3,4-didehydro-g-ionone.tab","(+)-(6s)-3,4-didehydro-g-ionone",15.93913781,6146.99867687,-44.35363636,90.63104542,-13463.95793294,0.0,0.0,-10.06619367,320240.0,-2.0,0.92733544,0.34073076,587.3361251237369
PVAP_(+)-(6s)-dictyopterene_d.tab,(+)-(6s)-dictyopterene_d,15.33846118,4778.94247983,-43.66325992,80.8721438,-11241.50596498,0.0,0.0,-8.82621606,327390.0,-2.0,0.86255686,0.28539316,489.45480984300184
"PVAP_(+)-(7s,9r)-7,11-epoxymegastigma-5(6)-en-9-ol.tab","(+)-(7s,9r)-7,11-epoxymegastigma-5(6)-en-9-ol",15.16158401,5878.28419957,-63.97538534,52.01692456,-8908.94653285,0.0,0.0,-5.04462803,-295640.0,-2.0,0.99444632,0.3511847,621.5153974461582
"PVAP_(+)-(7s,9s)-7,11-epoxymegastigma-5(6)-en-9-ol.tab","(+)-(7s,9s)-7,11-epoxymegastigma-5(6)-en-9-ol",15.80672762,6462.00806442,-43.96505941,85.3784516,-13274.15884715,0.0,0.0,-9.3752649,262560.0,-2.0,0.99834289,0.34981401,621.5285422448592
PVAP_(+)-(e)-alpha-photosantalol.tab,(+)-(e)-alpha-photosantalol,15.31166755,5343.02932254,-85.24224987,51.14881886,-7318.30142681,0.0,0.0,-5.0500552,-680240.0,-2.0,0.92630468,0.39501351,584.9020504453497
PVAP_(+)-(r)-12-oxo-muscolide.tab,(+)-(r)-12-oxo-muscolide,16.8009339,8194.96617987,-40.46328527,107.83054124,-17161.06562605,0.0,0.0,-12.26131272,408110.0,-2.0,1.00286995,0.44440212,713.1411775513276
"PVAP_(+)-(r)-2,5,6-trimethyl-2-heptanol.tab","(+)-(r)-2,5,6-trimethyl-2-heptanol",14.82142066,3846.83077315,-100.92363367,45.71260127,-5016.92492748,0.0,0.0,-4.43291816,-742900.0,-2.0,0.80995907,0.32450226,477.94978167355737
"PVAP_(+)-(r)-4,8-dimethylnon-7-en-4-olide.tab","(+)-(r)-4,8-dimethylnon-7-en-4-olide",15.92784621,6482.77623542,-43.51167131,89.67486822,-13699.47635332,0.0,0.0,-9.93987804,300350.0,-2.0,0.97868436,0.30924235,616.7261159932235
"PVAP_(+)-(s)-1,2-methano-3-octanol.tab","(+)-(s)-1,2-methano-3-octanol",14.6328095,4033.47367346,-92.03441984,43.98601764,-5459.60209171,0.0,0.0,-4.16462265,-614770.0,-2.0,0.85819005,0.2752237,494.79873237721876
PVAP_(+)-(s)-13-tetradecanolide.tab,(+)-(s)-13-tetradecanolide,15.990512,6504.92902032,-40.00070142,93.10362951,-14127.39008823,0.0,0.0,-10.38318136,376460.0,-2.0,0.96102208,0.3668821,612.00445892319
"PVAP_(+)-(s,s)-epoxydecenal.tab","(+)-(s,s)-epoxydecenal",15.93038488,5794.40453969,-51.89203717,89.33559584,-12851.36115038,0.0,0.0,-9.91126777,234760.0,-2.0,0.96220922,0.29033064,564.1248919628769
PVAP_(+)-(z)-epi-beta-santalol.tab,(+)-(z)-epi-beta-santalol,15.38875294,5454.49933428,-87.99606502,50.06975196,-7108.97068813,0.0,0.0,-4.92457732,-780320.0,-2.0,0.93083804,0.39308972,594.4293751446769
"PVAP_(+)-1'-[(1s,1'rs,3r)-3-isopropyl-1-methylcyclopentyl]ethanol.tab","(+)-1'-[(1s,1'rs,3r)-3-isopropyl-1-methylcyclopentyl]ethanol",14.71791963,4299.27632436,-90.98633663,41.75779234,-5438.23902461,0.0,0.0,-3.86123557,-674540.0,-2.0,0.86395355,0.32730685,516.6746895598822
"PVAP_(+)-1'r,3r,6's-norlimbanol.tab","(+)-1'r,3r,6's-norlimbanol",15.72666317,5557.70006219,-83.17722734,54.13388844,-7864.90880107,0.0,0.0,-5.38398163,-643430.0,-2.0,0.86994111,0.43215026,583.4954627046304
"PVAP_(+)-1'r,3s,6's-5-methyl-norlimbanol.tab","(+)-1'r,3s,6's-5-methyl-norlimbanol",15.96169426,5844.83199119,-81.13786041,55.75789027,-8334.82596071,0.0,0.0,-5.56380222,-631460.0,-2.0,0.86112789,0.46362116,596.4024231892113
"PVAP_(+)-1'r,3s,6's-norlimbanol.tab","(+)-1'r,3s,6's-norlimbanol",15.6984706,5519.89203133,-84.83696577,53.020003,-7625.3697618,0.0,0.0,-5.25186089,-687740.0,-2.0,0.86692496,0.43365377,583.0159881381917
"PVAP_(+)-1-[(1s,3r)-3-isopropyl-1-methylcyclopentyl]ethanone.tab","(+)-1-[(1s,3r)-3-isopropyl-1-methylcyclopentyl]ethanone",15.50653848,5134.19385434,-44.15998958,83.52131697,-11825.48603065,0.0,0.0,-9.16249966,323680.0,-2.0,0.87478386,0.31942799,515.697190555651
"PVAP_(+)-1-[(1s,3r)-3-isopropyl-1-methylcyclopentyl]propan-1-one.tab","(+)-1-[(1s,3r)-3-isopropyl-1-methylcyclopentyl]propan-1-one",15.80210543,5427.18641917,-43.43715992,89.24808574,-12670.59591388,0.0,0.0,-9.89173755,365080.0,-2.0,0.87162202,0.34730913,528.7104911555698
"PVAP_(+)-20-desmethyl-8a,13-desoxyambreinolide.tab","(+)-20-desmethyl-8a,13-desoxyambreinolide",16.14174715,6445.48643819,-40.11798996,96.23710288,-14374.25320849,0.0,0.0,-10.78320303,407040.0,-2.0,0.98190137,0.3997776,599.4562599191588
PVAP_(+)-3s-1-methoxyhexane-3-thiol.tab,(+)-3s-1-methoxyhexane-3-thiol,15.4963853,4537.84609449,-49.11400687,82.20648601,-11057.33650118,0.0,0.0,-8.99273407,301760.0,-2.0,0.9250497,0.26615223,466.27013384094926
PVAP_(+)-4-(2-endo-bornyl)-2-methylcyclohexanone.tab,(+)-4-(2-endo-bornyl)-2-methylcyclohexanone,16.53406678,7146.91474637,-40.77227467,102.85262107,-15671.62969219,0.0,0.0,-11.62371506,418480.0,-2.0,0.96496,0.42746491,640.5603348763989
"PVAP_(+)-8-dehydro-11,12-dihydronootkatone.tab","(+)-8-dehydro-11,12-dihydronootkatone",16.15549453,6988.2771934,-40.68644264,94.95147451,-14750.38090815,0.0,0.0,-10.61335938,356340.0,-2.0,0.98715874,0.36727162,646.4053865694627
"PVAP_(+)-8b,13-desoxyambreinolide.tab","(+)-8b,13-desoxyambreinolide",16.31708887,6566.88311574,-40.47791738,99.56036916,-14807.14899365,0.0,0.0,-11.2070298,425970.0,-2.0,0.96068888,0.43284982,601.809676547464
"PVAP_(+)-9a,13-epoxy-14,15,16,20-tetranorlabdane.tab","(+)-9a,13-epoxy-14,15,16,20-tetranorlabdane",16.09464316,6290.88202775,-40.42498006,95.52304214,-14153.14090911,0.0,0.0,-10.69348563,405640.0,-2.0,0.96533413,0.40663866,588.5874150769966
"PVAP_(+)-9b,13-epoxy-14,15,16,20-tetranorlabdane.tab","(+)-9b,13-epoxy-14,15,16,20-tetranorlabdane",16.07973491,6344.32927137,-39.94506627,95.21762341,-14182.09666573,0.0,0.0,-10.65378971,405630.0,-2.0,0.9670982,0.40589691,593.4837534813779
PVAP_(+)-ambrox.tab,(+)-ambrox,16.09047162,6360.53093053,-40.39148794,95.1563407,-14183.15293368,0.0,0.0,-10.64517527,398610.0,-2.0,0.96415132,0.40713752,594.8243828746015
PVAP_(+)-androsta-16-en-3-one.tab,(+)-androsta-16-en-3-one,16.68455927,7909.1164945,-39.28966791,105.47371208,-16681.76761656,0.0,0.0,-11.95583372,420640.0,-2.0,1.03336785,0.43776791,694.7652433385185
"PVAP_(+)-androsta-4,16-dien-3-one.tab","(+)-androsta-4,16-dien-3-one",16.70028994,8302.89774988,-38.08647425,105.53332413,-17087.0581036,0.0,0.0,-11.96076044,418030.0,-2.0,1.04945043,0.42786948,725.3011290999787
PVAP_(+)-cedrol.tab,(+)-cedrol,15.07933259,5331.6497346,-75.14397953,48.41519883,-7596.01646534,0.0,0.0,-4.63360484,-478490.0,-2.0,0.95319393,0.38738217,584.8132302220623
PVAP_(+)-dehydrogeosmin.tab,(+)-dehydrogeosmin,14.7757246,4855.7516827,-58.00969364,57.77613477,-8755.79159487,0.0,0.0,-5.83768325,-52619.60630309,-2.0,0.97117079,0.30826176,536.0607481224005
PVAP_(+)-dihydrokaranone.tab,(+)-dihydrokaranone,16.11654793,6799.31321534,-40.0442595,94.87580652,-14577.021475,0.0,0.0,-10.6058314,375190.0,-2.0,0.97049631,0.3735773,631.3806850884572
PVAP_(+)-ent-13-desoxyambreinolide.tab,(+)-ent-13-desoxyambreinolide,16.26738628,6610.19666733,-40.23886882,98.53611683,-14752.6861856,0.0,0.0,-11.07599131,417160.0,-2.0,0.97396363,0.42695025,607.6838453633998
"PVAP_(+)-ethyl(2r)-2-(1,1-dimethylpropoxy)propanoate.tab","(+)-ethyl(2r)-2-(1,1-dimethylpropoxy)propanoate",15.81349663,5336.24405269,-47.1341454,88.15214452,-12411.39896804,0.0,0.0,-9.75065957,319060.0,-2.0,0.91864853,0.34030581,523.7903436730078
PVAP_(+)-ethyl-(s)-3-methyl-2-oxo-pentanoate.tab,(+)-ethyl-(s)-3-methyl-2-oxo-pentanoate,15.11182962,4672.06757579,-48.19690016,75.66909605,-10564.89642187,0.0,0.0,-8.16673617,241680.0,-2.0,0.97257132,0.27009873,493.4314889523262
PVAP_(+)-helvetolide.tab,(+)-helvetolide,17.45695217,7670.71316006,-44.8436232,119.44774598,-17691.69202767,0.0,0.0,-13.74124016,476640.0,-2.0,0.94018547,0.5023656,642.3154510938152
PVAP_(+)-isopinocamphone.tab,(+)-isopinocamphone,14.90858812,4652.08517254,-42.81624719,72.47508645,-10315.58778028,0.0,0.0,-7.75496424,266640.0,-2.0,0.94917177,0.26632812,494.9027305940593
PVAP_(+)-jinkohol2.tab,(+)-jinkohol2,14.94150726,5111.85670849,-93.19760435,44.95462217,-6077.50158288,0.0,0.0,-4.33011919,-884580.0,-2.0,0.96998468,0.38067646,588.3802550704697
"PVAP_(+)-methyl(1r)-1,4-dimethylcyclohex-3-ene-1-carboxylate.tab","(+)-methyl(1r)-1,4-dimethylcyclohex-3-ene-1-carboxylate",15.28207915,5055.27120994,-44.08512495,79.46978556,-11359.03034989,0.0,0.0,-8.64844711,292560.0,-2.0,0.9717217,0.2874885,518.1466058417238
PVAP_(+)-methyl_(s)-3-hydroxyhexanoate.tab,(+)-methyl_(s)-3-hydroxyhexanoate,14.688822,4454.18875618,-61.3906667,57.30001095,-8315.76020295,0.0,0.0,-5.78422026,-50579.7164973,-2.0,0.99496263,0.24397491,503.6918133953894
PVAP_(+)-patchoulenol.tab,(+)-patchoulenol,14.95516964,5244.92927886,-69.80024135,49.84785406,-7882.22284922,0.0,0.0,-4.81225417,-357390.0,-2.0,0.98944893,0.3698047,577.20202673742
PVAP_(+)-rieslingacetal_1b.tab,(+)-rieslingacetal_1b,15.58711362,5944.13422626,-40.49982829,85.49039824,-12843.80828998,0.0,0.0,-9.41377747,332780.0,-2.0,1.0376212,0.33334598,582.4136950793178
PVAP_(+)-s-methyl_(2s)-2-methylbutanethioate.tab,(+)-s-methyl_(2s)-2-methylbutanethioate,14.92092726,3811.62945355,-51.07981936,72.04057063,-9370.36228249,0.0,0.0,-7.70323657,246520.0,-2.0,0.93677797,0.23438289,421.0477537640077
PVAP_(+)-tetrahydronootkatone.tab,(+)-tetrahydronootkatone,16.19905953,6553.97663539,-41.58478161,96.35940446,-14460.51165653,0.0,0.0,-10.79580607,383080.0,-2.0,0.94731304,0.38978703,607.5230857435398
PVAP_(+)-tricycloketone.tab,(+)-tricycloketone,16.15564412,7130.56858682,-40.04907914,94.90060182,-14892.55471384,0.0,0.0,-10.6058086,356390.0,-2.0,0.97018757,0.37369619,658.0933200620142
"PVAP_(+)-[(1s,3r)-3-isopropyl-1-methylcyclopentyl]methanol.tab","(+)-[(1s,3r)-3-isopropyl-1-methylcyclopentyl]methanol",14.52869466,4016.22220743,-97.64667458,40.59769489,-4803.26407378,0.0,0.0,-3.76900999,-760720.0,-2.0,0.86798372,0.2989527,502.90153965243053
"PVAP_(-)-(1's,3'r,6'r)-3'-methyl-norlimbanol.tab","(-)-(1's,3'r,6'r)-3'-methyl-norlimbanol",15.93318374,5798.69588544,-82.20455248,56.36132214,-8304.12352792,0.0,0.0,-5.65592245,-643130.0,-2.0,0.86993538,0.45892732,594.689967188272
PVAP_(-)-(11s)-11-methyl-12-dodecanolide.tab,(-)-(11s)-11-methyl-12-dodecanolide,15.94740153,6446.92538863,-40.11609899,92.30646053,-13992.87102735,0.0,0.0,-10.28191069,371070.0,-2.0,0.96219444,0.36643508,609.1766064561964
PVAP_(-)-(14s)-14-methyl-15-pentadecanolide.tab,(-)-(14s)-14-methyl-15-pentadecanolide,16.72643297,7491.40795781,-40.35510342,107.15430693,-16429.60972146,0.0,0.0,-12.17604553,444140.0,-2.0,0.93397723,0.45232079,659.0655603131343
"PVAP_(-)-(1r,1's)-rosamusk.tab","(-)-(1r,1's)-rosamusk",15.91640356,5736.21908437,-44.54687898,91.5894732,-13173.94807956,0.0,0.0,-10.1950898,354220.0,-2.0,0.93280238,0.35301149,552.2635852525823
"PVAP_(-)-(1r,2s)-2-heptylcyclopropanecarboxylicacid.tab","(-)-(1r,2s)-2-heptylcyclopropanecarboxylicacid",15.4263992,4993.4814074,-97.62438404,67.55609972,-7983.3343452,0.0,0.0,-7.33318774,-758060.0,-2.0,0.93804306,0.32620904,559.6387161787236
"PVAP_(-)-(1r,2s)-georgywood.tab","(-)-(1r,2s)-georgywood",16.11638829,6353.19281849,-41.48459109,95.07153904,-14147.23601409,0.0,0.0,-10.63264263,384590.0,-2.0,0.94624319,0.41130516,594.0295870544395
