COSMO_name,Molecule name,COSMO calculational method,CAS number,Molecular Weight,Sum Formula,file_name,SMILES
allyl-methyl-trisulfide,,,,,,,CSSSCC=C
allyl-propyl-disulfide,,,,,,,CCCSSCC=C
allylacrylate,,,,,,,C=CCOC(=O)C=C
allylamylglycolate_a,,,,,,,CC(CCOCC(=O)OCC=C)C
allylamylglycolate_b,,,,,,,CC[C@@H](COCC(=O)OCC=C)C
allylbenzene,,,,,,,c1(ccccc1)CC=C
allylchloroformate,,,,,,,O=C(OCC=C)Cl
allylcyclohexane,"CYCLOHEXANE,2-PROPENYL-",BP-TZVP,002114-42-3,124.22,C9H16,,C1CCC(CC=C)CC1
allylcyclohexylpropionate,,,,,,,C1(CCCCC1)CCC(=O)OCC=C
allylcyclopentane,,,,,,,C1CCC(C1)CC=C
allylethylamine,,,,,,,C=CCNCC
allylethylether,,,,,,,C(=C)COCC
allylfluoride,,,,,,,FCC=C
allylformate,"formicacid,2-propenylester",BP-TZVP,001838-59-1,86.09,C4H6O2,,O=COCC=C
allylheptanoate,,,,,,,C(CCCCC(=O)OCC=C)C
allylheptincarbonate,,,,,,,C(CC#CC(=O)OCC=C)CCC
allylhexanoate,,,,,,,CCCCCC(=O)OCC=C
allylidenediacetate,,,,,,,C=CC(OC(=O)C)OC(=O)C
allylmethylamine,n-methylallylamine,BP-TZVP,000627-37-2,71.12,C4H9N,,C=CCNC
allylmethylamine_cation,,,,,,,C=CC[NH2]C
allylmethyldichlorosilane,,,,,,,Cl[Si](Cl)(C)CC=C
allylnonanoat,,,,,,,C(CCCCCC(=O)OCC=C)CC
allylphenylacetate,,,,,,,c1(ccccc1)CC(=O)OCC=C
allylphenylether,,,,,,,C=CCOc1ccccc1
allylpropylamine,,,,,,,C=CCNCCC
allylthiol,allylmercaptan,BP-TZVP,000870-23-5,74.15,C3H6S,,SCC=C
allylthiourea,,,,,,,NC(=S)NCC=C
allylurea,,,,,,,O=C(NCC=C)N
allylvinylether,,,,,,,O(C=C)CC=C
allytrichlorosilane,,,,,,,Cl[Si](Cl)(Cl)CC=C
"alpha,alpha-diphenylbenzenemethanol",,,,,,,OC(c1ccccc1)(c1ccccc1)c1ccccc1
alpha-(p-meo-phenyl)-n-phenylnitrone,,,,,,,N([CH]c1ccc(cc1)OC)([O])c1ccccc1
alpha-aminobenzeneaceticacid,,,,,,,c1c(cccc1)[C@@H](C(=O)[O])[NH3]
alpha-aminoisobutanoicacid,,,,,,,CC([NH3])(C(=O)[O])C
alpha-bisabolol,,,,,,,C[C@](CCC=C(C)C)(O)[C@@H]1CC=C(CC1)C
alpha-caran-3-ol,,,,,,,C1[C@@](C[C@@H]2[C@H](C1)C2(C)C)(O)C
alpha-caryophyllenealcohol,,,,,,,[C@H]12[C@H]([C@@]3(CCC[C@]1([C@H]3O)C)C)CC(C2)(C)C
alpha-copaene,,,,,,,C1=C([C@H]2[C@]3([C@@H](C1)[C@@H]2[C@H](CC3)C(C)C)C)C
alpha-cubebene,,,,,,,C1C[C@H]([C@H]2[C@@]3([C@@H]1C)[C@@H]2C(=CC3)C)C(C)C
alpha-curcumene,,,,,,,c1(ccc(cc1)[C@@H](C)CCC=C(C)C)C
alpha-cyano-4-hydroxycinnamate_anion,,,,,,,O=C([O])/C(=C/c1ccc(cc1)O)/C#N
alpha-damascone,,,,,,,C/C=C/C(=O)[C@H]1C(=CCCC1(C)C)C
alpha-etyhl-benzeneacetonitrile,,,,,,,N#C[C@H](c1ccccc1)CC
alpha-fenchylalcohol,,,,,,,C1[C@H]2C(C)(C)[C@H]([C@@](C1)(C2)C)O
alpha-gurjunene,,,,,,,C1(=C2[C@H](CC1)[C@H](CC[C@H]1[C@@H]2C1(C)C)C)C
alpha-hexachlorocyclohexane,,,,,,,[C@H]1([C@H]([C@H]([C@@H]([C@@H]([C@H]1Cl)Cl)Cl)Cl)Cl)Cl
alpha-ionol,,,,,,,C[C@@H](O)/C=C/[C@H]1C(=CCCC1(C)C)C
alpha-ionone,,,,,,,CC(=O)/C=C/[C@H]1C(=CCCC1(C)C)C
alpha-irone,,,,,,,C[C@@H]1CC=C(C)[C@H](/C=C/C(=O)C)C1(C)C
alpha-isobutylphenethyl-alcohol,,,,,,,CC(C)C[C@@H](O)Cc1ccccc1
alpha-methylacrolein,,,,,,,O=CC(=C)C
alpha-methylcyclopropanemethanol,CYCLOPROPYLMETHYLCARBINOL,BP-TZVP,000765-42-4,86.13,C5H10O,,C1(CC1)[C@@H](O)C
alpha-methylphenylacetonitrile,,,,,,,N#C[C@@H](c1ccccc1)C
alpha-methylstyrene,,,,,,,c1cc(ccc1)C(=C)C
alpha-muurolene,,,,,,,C1C=C([C@@H]2[C@H]([C@@H]1C(C)C)C=C(CC2)C)C
alpha-naphthol_anion,,,,,,,c1ccc2c(c1)cccc2[O]
alpha-ocimene,,,,,,,C=C(CC/C=C(/C=C)\C)C
alpha-phenyl-1-piperidineacetonitrile,"1-Piperidineacetonitrile,alpha-phenyl-",BP-TZVP,005766-79-0,200.28,C13H16N2,,C(#N)[C@@H](c1ccccc1)N1CCCCC1
alpha-propylphenethyl-alcohol,,,,,,,CCC[C@@H](O)Cc1ccccc1
alpha-terpineol,,,,,,,C1C=C(CC[C@H]1C(C)(C)O)C
alpha-tocopherol,,,,,,,c1(O)c(C)c2CC[C@@](C)(CCC[C@@H](C)CCC[C@@H](C)CCCC(C)C)Oc2c(C)c1C
alpha-zingiberene,,,,,,,C1=C(C=C[C@@H](C1)[C@@H](CCC=C(C)C)C)C
amandolene_e,,,,,,,c1(c(cccc1)/N=C/c1ccccc1)C(=O)OC
amandolene_z,,,,,,,c1c(cccc1)/C=N\c1c(cccc1)C(=O)OC
amantadine,,,,,,,N[C@@]12C[C@H]3C[C@H](C[C@H](C3)C2)C1
amberketal,,,,,,,[C@@]12([C@@H](C(CCC1)(C)C)CC[C@@]13[C@@H]2CC[C@](O1)(C)OC3)C
amber_core,,,,,,,[C@@H]1(CCCC[C@H]1C(C)(C)C)OC[C@@H](CC)O
amborylacetate,,,,,,,[C@]123[C@@]4(C(CC[C@H]1COC(=O)C)(C)C)[C@@H]3C[C@@H](C2(C)C)C4
ambrettolid,,,,,,,C1CC/C=C\CCCCCCCCOC(=O)CC1
ambrinol,,,,,,,C12=CCCC([C@H]1CC[C@@](C2)(O)C)(C)C
ambrocenide,,,,,,,[C@]123[C@@H](C([C@@H]([C@@]4([C@@H](C1)OC(O4)(C)C)C)C3)(C)C)CC[C@@H]2C
ametryn,,,,,,,C1(=[N]=C(N=C([N]1)NCC)NC(C)C)SC
amicin,,,,,,,[nH]1c(N(=O)=O)ncc1
amino-aceticacidethylester,AMINO-ACETICACIDETHYLESTER,BP-TZVP,000459-73-4,103.12,C4H9NO2,,NCC(=O)OCC
aminoacetonitrile,,,,,,,NCC#N
aminoacetonitrile_cation,,,,,,,[NH3]CC#N
aminocaproicacid,,,,,,,C(CCCC[NH3])C(=O)[O]
aminotetrazole,,,,,,,N1NNNC1N
aminothiadiazole,,,,,,,s1c(N)nnc1
amitraz,,,,,,,CN(/C=N/c1ccc(C)cc1C)/C=N/c1ccc(C)cc1C
amitrole,,,,,,,c1[nH]nc(n1)N
amyl-isothiocyanate,,,,,,,CCCCCN=C=S
amyl2methylbutyrate,,,,,,,CC[C@@H](C(=O)OCCCCC)C
amylbenzoate,,,,,,,c1(ccccc1)C(=O)OCCCCC
amylcyclopentenone,,,,,,,C1C=C(C(=O)C1)CCCCC
amylpropionate,,,,,,,O=C(OCCCCC)CC
amyltert-butylether,,,,,,,CCCCCOC(C)(C)C
amylvalerianate,,,,,,,CCCCCOC(=O)CCCC
amylzimtaldehyde,,,,,,,c1(ccccc1)/C=C(\CCCCC)/C=O
amylzimtaldehyd_diethylacetal,,,,,,,c1(ccccc1)/C=C(\CCCCC)/C(OCC)OCC
amylzimtaldehyd_dimethylacetal,,,,,,,c1(ccccc1)/C=C(\CCCCC)/C(OC)OC
amylzimtalkohol,,,,,,,c1(ccccc1)/C=C(\CCCCC)/CO
anabasine,,,,,,,C1CC[C@@H](NC1)c1cccnc1
anatolyl,,,,,,,c1(ccccc1)CCOC(=O)[C@@H](CC)C
"androsta-1,4-diene-3,17-dione",,,,,,,C[C@@]12C(=O)CC[C@H]1[C@@H]1CCC3=CC(=O)C=C[C@]3(C)[C@H]1CC2
androstenol,,,,,,,C1[C@H](C[C@H]2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](CC1)(C=CC2)C)C)O
aniline_anion,,,,,,,c1cc(ccc1)[NH]
aniline,,,,,,,c1ccc(cc1)N
aniline_cation,,,,,,,c1cc(ccc1)[NH3]
anisaldehyd-propylenglycolacetal,,,,,,,c1(ccc(cc1)OC)CC1OCCO1
anisaldehyddiethylacetal,,,,,,,c1(ccc(cc1)OC)C(OCC)OCC
anisole,,,,,,,c1ccc(cc1)OC
anisole_cation,,,,,,,c1ccc(cc1)O.[CH3]
anisylacetate,,,,,,,c1(ccc(cc1)OC)COC(=O)C
anisylformiate,,,,,,,c1(ccc(cc1)OC)COC=O
anthoxan,,,,,,,[C@@H]1(C(COCO1)(C)C)C(C)C
"anthra(9,1,2-cde)benzo(rst)pentaphene-5,10-dione",,,,,,,c1ccc2c(-c3c4c(C2=O)ccc2c4c(c4c5c2ccc2c5c(-c5c(C2=O)cccc5)cc4)cc3)c1
anthracene-9-carboxylicacid_anion,,,,,,,c1ccc2c(c1)cc1c(c2C(=O)[O])cccc1
anthracene-9-carboxylicacid,,,,,,,c1(C(=O)O)c2c(cc3c1cccc3)cccc2
anthracene,,,,,,,c1ccc2c(c1)cc1c(c2)cccc1
anthraflavicacid,,,,,,,c12c(C(=O)c3c(C1=O)ccc(c3)O)ccc(c2)O
anthraquinonemagenta,,,,,,,c12c(cccc1)C(=O)c1c(C2=O)c(cc(c1N)Oc1ccccc1)O
anthraquinone,,,,,,,c12ccccc1C(=O)c1c(cccc1)C2=O
anthrone,,,,,,,O=C1c2c(Cc3c1cccc3)cccc2
antipyrine,,,,,,,c1cc(ccc1)n1n(c(cc1=O)C)C
antizol,,,,,,,[nH]1ncc(C)c1
aphermate,,,,,,,C1[C@@H](CC(CC1)(C)C)[C@@H](OC=O)C
arabinitol,,,,,,,C(O)[C@H]([C@H](O)[C@H](O)CO)O
arborone,,,,,,,[C@H]12C(=CC[C@@]([C@@H]1C)(C)C(=O)C)CCCC2(C)C
arcurcumen,,,,,,,c1(ccc(cc1)C)[C@@H](CCC=C(C)C)C
arecoline,,,,,,,CN1CCC=C(C(=O)OC)C1
argininate_anion,,,,,,,[O]C(=O)[C@@H](N)CCCNC(=N)N
arginine,,,,,,,O=C([O])[C@@H](N)CCCNC(=[NH2])N
aromadendrene,,,,,,,C1C[C@@H]2[C@H]([C@@H]3[C@@H](C1=C)CC[C@@H]3C)C2
aromadendren_allo,,,,,,,[C@@H]12[C@@H](C(=C)CC[C@@H]3[C@H]1C3(C)C)CC[C@@H]2C
arsenicacidtriethylester,,,,,,,CCO[As]([O])OCC.[O]CC
arsenicacid,,,,,,,[O][As](O)O.[OH]
arsenictribromide,,,,,,,[As](Br)(Br)Br
arsenictrichloride,,,,,,,[As](Cl)(Cl)Cl
arsenictrifluoride,,,,,,,[As](F)(F)F
arsenictriiodide,,,,,,,[As](I)(I)I
arsenictrioxide,,,,,,,[As]12O[As](O1)O2
arsenouscacidtriethylester,,,,,,,CCO[As](OCC)OCC
arsine,,,,,,,[AsH3]
artemisiaketone,,,,,,,C=CC(C(=O)C=C(C)C)(C)C
artemisinin,,,,,,,C[C@@H]1CC[C@@H]2[C@@]34OO[C@](O[C@H]3OC(=O)[C@@H]2C)(C)CC[C@@H]14
ar,,,,,,,[Ar]
asaricin,,,,,,,O1COc2c1cc(c(c2)OC)CC=C
asaron_beta,,,,,,,c1c(c(cc(c1/C=C/C)OC)OC)OC
ascaridole,,,,,,,CC(C)[C@@]12CC[C@](C=C1)(C)OO2
ascorbicacid,VITAMIN-C,BP-TZVP,000050-81-7,176.12,C6H8O6,,C1(=C([C@H](OC1=O)[C@@H](O)CO)O)O
asf6_anion,,,,,,,[As](F)(F)F.[F].[F].[F]
asparaginate_anion,,,,,,,[O]C(=O)[C@@H](N)CC(=O)N
asparagine,,,,,,,O=C([O])[C@@H]([NH3])CC(=O)N
aspartame,,,,,,,COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O
aspartate_anion,,,,,,,O=C([O])[C@@H]([NH3])CC(=O)[O]
asparticacid,,,,,,,[O]C(=O)[C@@H]([NH3])CC(=O)O
aspirin,,,,,,,c1ccc(c(c1)OC(=O)C)C(=O)O
asulam,,,,,,,c1cc(ccc1S(=O)(=O)NC(=O)OC)N
atenolol,,,,,,,c1(ccc(cc1)CC(=O)N)OC[C@@H](CNC(C)C)O
atraton,,,,,,,C(N[C]1N=C(NCC)N=[C](=N1)OC)(C)C
atrazine,,,,,,,C1(=[N]=C(N=C([N]1)NCC)Cl)NC(C)C
atropicacid,,,,,,,c1ccccc1C(=C)C(=O)O
atropine,,,,,,,CN1[C@H]2CC[C@@H]1C[C@H](C2)OC(=O)[C@@H](CO)c1ccccc1
attractolide,,,,,,,C1CCCCCCCC(=O)OCCOC(=O)CC1
auranten_e,,,,,,,c1cc(c(cc1)C(=O)OC)/N=C/C[C@@H](CCCC(O)(C)C)C
azaperone,,,,,,,Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)c1ccccn1
azarbre_a,,,,,,,C1(=O)C=C([C@@H]([C@@H]([C@H]1C)CC)C)CC
azepane-2-thione,,,,,,,S=C1NCCCCC1
azetidine,,,,,,,N1CCC1
azetidine_cation,,,,,,,C1[NH2]CC1
azinphos-ethyl,,,,,,,c1(=O)c2c(nnn1CS[P](OCC)(OCC)[S])cccc2
aziridine,,,,,,,N1CC1
aziridine_cation,,,,,,,[NH2]1CC1
azobenzene,,,,,,,N(=N\c1ccccc1)/c1ccccc1
azodicarbonamide,,,,,,,O=C([N][N]C(=O)N)N
azoxybenzene,,,,,,,c1ccc(cc1)[N]N(c1ccccc1)[O]
azoxyphenetole,,,,,,,[N](N([O])c1ccc(cc1)OCC)c1ccc(cc1)OCC
azulene,,,,,,,c12-c(ccc1)ccccc2
azuril,,,,,,,C1(=CC[C@H](CC1)C#N)CCC=C(C)C
azurone,,,,,,,c12c(ccc(c1)CCC(C)C)OCC(=O)CO2
b-aminopropionitrile,"propanenitrile,3-amino-",BP-TZVP,000151-18-8,70.09,C3H6N2,,N#CCCN
b-butyrolactone,,,,,,,O=C1O[C@H](C)C1
b-d-fructofuranosyl-a-d-glucopyranoside,,,,,,,O1[C@@H](CO)[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O[C@]1(CO)[C@H](O)[C@@H](O)[C@H](CO)O1
b-methylbenzeneethanol,,,,,,,C(O)[C@H](c1ccccc1)C
b-phenylethylacetate,,,,,,,O=C(OCCc1ccccc1)C
b-phenylethylchloride,,,,,,,c1(ccccc1)CCCl
barbituricacid_anion,,,,,,,O=C1NC(=O)[CH]C(=O)N1
barbituricacid,,,,,,,O=C1NC(=O)CC(=O)N1
bbr3,,,,,,,B(Br)(Br)Br
bcl3,,,,,,,B(Cl)(Cl)Cl
bcl4_anion,,,,,,,[B](Cl)(Cl)(Cl)Cl
bclf3_anion,,,,,,,[B](F)(F)(Cl)F
beauvertate,,,,,,,COC(=O)/C=C/CCCCCC
beldambre,,,,,,,C1[C@@]2([C@]3(CC[C@@H]1C3(C)C)C)CO[C@H](OC2)C(C)C
bemp,,,,,,,C1CCN([P](N1C)(N(CC)CC)[N]C(C)(C)C)C
bemp_cation,,,,,,,C1CCN([P](N1C)(N(CC)CC)NC(C)(C)C)C
benefin,,,,,,,N(=O)(=O)c1c(c(cc(c1)C(F)(F)F)N(=O)=O)N(CCCC)CC
benomyl,,,,,,,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12
bentazon,,,,,,,CC(C)N1C(=O)c2ccccc2NS1(=O)=O
benz(a)acridine,,,,,,,n1c2c(cc3c1cccc3)ccc1c2cccc1
"benz(a)anthracene-7,12-dione",,,,,,,C1(=O)c2c(C(=O)c3c1ccc1c3cccc1)cccc2
benz(a)anthracene,,,,,,,c1ccc2c(c1)cc1c(c2)ccc2c1cccc2
benz(c)acridine,,,,,,,n1c2c(cc3c1cccc3)c1c(cc2)cccc1
benzaldehyd-propylenglycolacetale,,,,,,,c1(ccccc1)[C@H]1OC[C@H](O1)C
benzaldehyddiethylacetal,,,,,,,c1(ccccc1)C(OCC)OCC
benzaldehyddimethylacetal,,,,,,,c1(ccccc1)C(OC)OC
benzaldehyde(phenylmethylene)hydrazone,,,,,,,c1ccc([CH][N][N][CH]c2ccccc2)cc1
benzaldehydeoxime,,,,,,,N(=C\c1ccccc1)/O
benzaldehyde,,,,,,,c1ccc(cc1)C=O
benzaldiacetate,,,,,,,c1c(cccc1)C(OC(=O)C)OC(=O)C
benzalmalononitrile,,,,,,,c1ccccc1C=C(C#N)C#N
benzamide_anion,,,,,,,c1cc(ccc1)C(=O)[NH]
benzamide,,,,,,,c1ccc(cc1)C(=O)N
benzamide_cation,,,,,,,c1ccc(cc1)C(=O)[NH3]
benzamidine,,,,,,,c1ccccc1C(=N)N
benzamidine_cation,,,,,,,c1ccccc1C(=[NH2])N
benzeneacetaldehyde,PHENYLACETALDEHYDE,BP-TZVP,000122-78-1,120.15,C8H8O,,O=CCc1ccccc1
benzeneacetamide_anion,,,,,,,c1c(cccc1)CC(=O)[NH]
benzeneacetamide,,,,,,,c1c(cccc1)CC(=O)N
benzenecarbothioamide,,,,,,,c1c(cccc1)C(=S)N
benzenecarbothioicacid,,,,,,,O=C(S)c1ccccc1
benzenemethanethiol,,,,,,,c1(CS)ccccc1
benzenepropanal,,,,,,,O=CCCc1ccccc1
benzenepropanenitrile,BENZYLACETONITRILE,BP-TZVP,000645-59-0,131.18,C9H9N,,N#CCCc1ccccc1
benzenepropanol,,,,,,,C(O)CCc1ccccc1
benzenesulfinicacid,,,,,,,O[S@@]([O])c1ccccc1
benzenesulfonamide,,,,,,,O=S(=O)(N)c1ccccc1
benzenesulfonicacid,,,,,,,c1ccccc1S([O])([O])O
benzenesulfonylfluoride,,,,,,,O=S(=O)(F)c1ccccc1
benzene,BENZENE,BP-TZVP,000071-43-2,78.11,C6H6,,c1ccccc1
benzidine,,,,,,,c1(ccc(cc1)c1ccc(cc1)N)N
benzimidazole_anion,,,,,,,c1c2c(ccc1)N=C[N]2
benzisoxazole,,,,,,,c1ccc2c(c1)noc2
benzo(a)pyrene,,,,,,,c12c3c4ccc1cccc2ccc3cc1c4cccc1
"benzo(b)naphtho(1,2-d)thiophene",,,,,,,s1c2c(c3c1cccc3)c1c(cc2)cccc1
"benzo(b)naphtho(2,1-d)thiophene",,,,,,,c12sc3c(c1ccc1c2cccc1)cccc3
"benzo(b)thiophene-1,1-dioxide","benzothiophene-1,1-dioxide",BP-TZVP,000825-44-5,166.2,C8H6O2S,,c1ccc2c(c1)C=CS2(=O)=O
benzo(b)thiophene-4-ol,benzo(b)thiophene-4-ol,BP-TZVP,003610-02-4,150.2,C8H6OS,,s1ccc2c1cccc2O
benzo(b)thiophene,,,,,,,c1ccc2c(c1)scc2
benzo(e)pyrene,,,,,,,c12c3c(c4c5c1c(ccc5ccc4)ccc2)cccc3
benzo(f)quinoline,,,,,,,c1ccc2c(c1)c1c(cc2)nccc1
benzo(h)quinoline,,,,,,,c12c3c(ccc2cccn1)cccc3
"benzo(rst)pentaphene-5,8-dione","benzo(rst)pentaphene-5,8-dione",BP-TZVP,003302-52-1,332.35,C24H12O2,,c1ccc2-c3c4c(C(=O)c2c1)ccc1c4c(-c2c(C1=O)cccc2)cc3
benzo-15-crown-5-ether,,,,,,,C1COCCOc2ccccc2OCCOCCO1
benzo-18-crown-6-ether,,,,,,,C1COCCOCCOc2ccccc2OCCOCCO1
benzocain,,,,,,,c1cc(ccc1N)C(=O)OCC
benzofuran,,,,,,,c1oc2c(c1)cccc2
"benzofurazan,4-nitro-1-oxide",,,,,,,C1=CC=C(C2=NON([C]12)[O])N(=O)=O
"benzofurazan,5-methyl-1-oxide",,,,,,,C1(=CC=C2C(=NON2[O])[CH]1)C
benzofurazan-1-oxide,,,,,,,[C]12C(=NON1[O])C=CC=C2
benzofurazan,,,,,,,o1nc2c(n1)cccc2
benzoguanamine,,,,,,,c1(ccccc1)C1=[N]=C([N]C(=N1)N)N
benzohydroxamicacid_anion1,,,,,,,O=C(N[O])c1ccccc1
benzohydroxamicacid_anion2,,,,,,,O=C([N]O)c1ccccc1
benzohydroxamicacid,benzohydroxamicacid,BP-TZVP,000495-18-1,137.14,C7H7NO2,,O=C(NO)c1ccccc1
benzoicacid-1-methylethylester,,,,,,,O=C(OC(C)C)c1ccccc1
benzoicacid-3-methyl-methylester,,,,,,,O=C(OC)c1cccc(C)c1
benzoicacidanhydride,,,,,,,c1ccc(cc1)C(=O)OC(=O)c1ccccc1
benzoicacidbutylester,,,,,,,c1cccc(c1)C(=O)OCCCC
benzoicacidphenylester,,,,,,,c1cccc(c1)C(=O)Oc1ccccc1
benzoicacidphenylmethylester,,,,,,,c1ccccc1C(=O)OCc1ccccc1
benzoicacidpropylester,,,,,,,c1(C(=O)OCCC)ccccc1
benzoicacid_anion,,,,,,,c1ccc(cc1)C(=O)[O]
benzoicacid,,,,,,,c1ccc(cc1)C(=O)O
benzoicacid_cation,,,,,,,c1ccc(cc1)[C](O)O
benzoin,,,,,,,O[C@@H](c1ccccc1)C(=O)c1ccccc1
"benzonitrile-2,4,6-trimethoxy-n-oxide",,,,,,,c1c(c(c(cc1OC)OC)[C][N][O])OC
benzonitrile,,,,,,,c1ccc(cc1)C#N
benzophenone,,,,,,,C(=O)(c1ccccc1)c1ccccc1
benzothiazole,,,,,,,c1ccc2ncsc2c1
benzoxazole,,,,,,,n1coc2c1cccc2
benzoyl(cyclohexyloxy)-carbonylperoxide,,,,,,,c1c(cccc1)C(=O)OOC(=O)OC1CCCCC1
benzoylacetonitrile,,,,,,,C(C(=O)c1ccccc1)C#N
benzoylazide,benzoylazide,BP-TZVP,000582-61-6,147.13,C7H5N3O,,c1ccc(C(=O)N=[N]=[N])cc1
benzoylbromide,,,,,,,C(=O)(c1ccccc1)Br
benzoylcarboxyperoxidephenylester,,,,,,,c1c(cccc1)C(=O)OOC(=O)Oc1ccccc1
benzoylchloride,,,,,,,C(=O)(c1ccccc1)Cl
benzoylfluoride,BENZOYLFLUORIDE,BP-TZVP,000455-32-3,124.11,C7H5FO,,O=C(F)c1ccccc1
benzoylformicacid,,,,,,,OC(=O)C(=O)c1ccccc1
benzoylhydrazine,,,,,,,O=C(NN)c1ccccc1
benzoylperoxide,,,,,,,c1(ccccc1)C(=O)OOC(=O)c1ccccc1
benzoyltrifluoroacetone,,,,,,,c1c(cccc1)C(=O)CC(=O)C(F)(F)F
benzo[a]naphthacene,,,,,,,c12cc3c(cc1ccc1c2cccc1)cc1c(c3)cccc1
benzo[b]chrysene,,,,,,,c12c3c(c4c(cc3)cccc4)ccc1cc1c(c2)cccc1
benzo[b]fluoranthene,,,,,,,c1c2-c3ccccc3-c3c2c(c2c1cccc2)ccc3
"benzo[b]naphtho[2,3-d]furan",,,,,,,c12c(c3c(o1)cccc3)cc1c(c2)cccc1
"benzo[b]naphtho[2,3-d]thiophene",,,,,,,c12c(c3c(s1)cccc3)cc1c(c2)cccc1
benzo[c]phenanthrene,,,,,,,c12c3c(ccc2ccc2c1cccc2)cccc3
benzo[ghi]perylene,,,,,,,c1ccc2ccc3ccc4ccc5cccc6c1c2c3c4c56
benzo[g]quinoline,,,,,,,c1ccc2c(c1)cc1c(c2)nccc1
benzo[k]fluoranthene,,,,,,,c12cc3-c4c5c(-c3cc1cccc2)cccc5ccc4
benzthiazole_anion,,,,,,,c12N=[C]Sc1cccc2
benzyl-disulfide,,,,,,,C(SSCc1ccccc1)c1ccccc1
benzyl-triphenyl-phosphonium_cation,,,,,,,[P](c1ccccc1)(c1ccccc1)(c1ccccc1)Cc1ccccc1
benzyl2methylbutyrate,,,,,,,c1(ccccc1)COC(=O)[C@H](C)CC
"benzylalcohol,m-amino",,,,,,,Nc1cccc(CO)c1
benzylalcohol_anion,,,,,,,c1ccc(cc1)C[O]
benzylalcohol,,,,,,,c1ccc(cc1)CO
benzylamine,,,,,,,c1ccc(cc1)CN
benzylamine_cation,,,,,,,c1cc(ccc1)C[NH3]
benzylbutyrate,,,,,,,CCCC(=O)OCc1ccccc1
benzylcinnamate,,,,,,,c1(ccccc1)/C=C/C(=O)OCc1ccccc1
benzylethylamine,,,,,,,c1cc(ccc1)CNCC
benzylethylamine_cation,,,,,,,c1cc(ccc1)C[NH2]CC
benzylfluoride,,,,,,,FCc1ccccc1
benzylformate,,,,,,,c1cc(ccc1)COC=O
benzylisobutyrate,,,,,,,C(C)(C)C(=O)OCc1ccccc1
benzylisoeugenol,,,,,,,c1(cc(c(cc1)OCc1ccccc1)OC)/C=C/C
benzylisothiocyanate,,,,,,,N(=C=S)Cc1ccccc1
benzylisovalerate,,,,,,,O(C(=O)CC(C)C)Cc1ccccc1
benzyllaurate,,,,,,,c1(ccccc1)COC(=O)CCCCCCCCCCC
benzylmethylamine,N-METHYLBENZYLAMINE,BP-TZVP,000103-67-3,121.18,C8H11N,,N(Cc1ccccc1)C
benzylmethylamine_cation,,,,,,,[NH2](Cc1ccccc1)C
benzylmethylether,,,,,,,COCc1ccccc1
benzylmethylsulfide,BENZYLMETHYLSULFIDE,BP-TZVP,000766-92-7,138.23,C8H10S,,S(Cc1ccccc1)C
benzylmethylsulfone,,,,,,,S(=O)(=O)(Cc1ccccc1)C
benzylphenylacetate,,,,,,,c1(ccccc1)CC(=O)OCc1ccccc1
benzylphenylether,,,,,,,C(Oc1ccccc1)c1ccccc1
benzylpropionate,,,,,,,O=C(OCc1ccccc1)CC
benzylsalicylate,,,,,,,c1(c(cccc1)O)C(=O)OCc1ccccc1
benzylsulfone,Benzylsulfone,BP-TZVP,000620-32-6,246.33,C14H14O2S,,c1c(cccc1)CS(=O)(=O)Cc1ccccc1
benzylthiocyanate,,,,,,,c1ccccc1CSC#N
benzylthiol_anion,,,,,,,c1cc(ccc1)C[S]
benzyltrimethylsilane,,,,,,,c1ccccc1C[Si](C)(C)C
benzylurea,,,,,,,NC(=O)NCc1ccccc1
benzyl[(1e)-(dimethylamino)methylene]dithiocarbamate,,,,,,,CN(C)/C=N/C(=S)SCc1ccccc1
benzyl[(1e)-1-(dimethylamino)ethylidene]dithiocarbamate,,,,,,,CN(C)[C](C)[N]C(=S)SCc1ccccc1
bergamal,,,,,,,C(=C)([C@@H](CCC=C(C)C)C)C=O
bergamoten_alpha,,,,,,,C1(=CC[C@H]2[C@]([C@@H]1C2)(CCC=C(C)C)C)C
beta-alanine,,,,,,,[NH3]CCC(=O)[O]
beta-aminoacetophenone,,,,,,,O=C(c1cccc(N)c1)C
beta-bisabolol,,,,,,,[C@@]1(CC=C(CC1)C)(O)[C@H](CCC=C(C)C)C
beta-bourbonene,,,,,,,[C@@H]12[C@@H]([C@@H]3[C@]1(CC[C@H]3C(C)C)C)C(=C)CC2
beta-carene,,,,,,,[C@@H]12CC(=C)CC[C@@H]1C2(C)C
beta-caryophyllenealcohol,,,,,,,[C@]12([C@H]3CC([C@H]3CC[C@](CCC1)(C2)C)(C)C)O
beta-caryophyllene,,,,,,,C[C]1[CH]CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
beta-cyanopropiophenone,,,,,,,c1c(cccc1)C(=O)CCC#N
beta-cyclocitral,,,,,,,C1CCC(=C(C1(C)C)C=O)C
