,carrier_phase_1_N,carrier_phase_1_W,carrier_phase_1_x,carrier_phase_2_N,carrier_phase_2_W,carrier_phase_2_x,"carrier_Kx(1,2)",solute_phase_1_N,solute_phase_1_W,solute_phase_1_x,solute_phase_2_N,solute_phase_2_W,solute_phase_2_x,"solute_Kx(1,2)",solvent_phase_1_N,solvent_phase_1_W,solvent_phase_1_x,solvent_phase_2_N,solvent_phase_2_W,solvent_phase_2_x,"solvent_Kx(1,2)",COSMO_name,file_name
931,50.7128911,913.60916407,0.97898669,0.19641384,3.53845905,0.02780407,35.2103441,1.07895081,97.19006802,0.0208286,0.03119432,2.80993198,0.00441583,4.71613256,0.00956819,1.31248313,0.00018471,6.83660306,937.78721687,0.9677801,0.00019086,"1,1-difluoro-n,n-dimethylbutan-1-amine","LIQEX_1,1-difluoro-n,n-dimethylbutan-1-amine_tc40.0_W1100.0.tab"
932,50.88200128,916.65573887,0.9786573,0.02730366,0.49188426,0.00404586,241.89193833,1.10932147,99.92580516,0.02133653,0.00082367,0.07419484,0.00012205,174.81776821,0.00032072,0.07473804,6.1686e-06,6.72040787,1566.09340196,0.99583208,6.1944e-06,"1,1-difluoro-n-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)methanimine","LIQEX_1,1-difluoro-n-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)methanimine_tc40.0_W1100.0.tab"
933,47.85539793,862.13049886,0.97754582,3.05390701,55.01712427,0.21716507,4.50139379,0.6131575,55.23219287,0.01252501,0.49698763,44.76780713,0.03534107,0.35440388,0.48607862,46.22194247,0.00992916,10.51171214,999.57442753,0.74749385,0.01328326,"1,1-difluoro-n-methylethanamine","LIQEX_1,1-difluoro-n-methylethanamine_tc40.0_W1100.0.tab"
934,50.77294342,914.69102612,0.97861297,0.13636152,2.456597,0.01579869,61.94277881,1.09352461,98.5028514,0.02107692,0.01662052,1.4971486,0.00192563,10.94549787,0.01608937,1.73974613,0.00031011,8.47821037,916.75038387,0.98227568,0.00031571,"1,1-difluoro-pentane","LIQEX_1,1-difluoro-pentane_tc40.0_W1100.0.tab"
935,48.22970422,868.87374799,0.97543076,2.67960072,48.27387514,0.18081528,5.39462407,0.70476129,63.48370719,0.01425358,0.40538385,36.51629281,0.02735467,0.52106567,0.51005282,47.97575454,0.01031566,11.73456313,1103.75728546,0.79183005,0.01302761,"1,1-difluoroacetone","LIQEX_1,1-difluoroacetone_tc40.0_W1100.0.tab"
936,29.32492575,528.29803861,0.98623574,21.58437919,388.84958452,0.6723167,1.46692224,0.18934909,17.05624606,0.00636806,0.92079605,82.94375394,0.02868123,0.2220289,0.21992006,24.21384366,0.0073962,9.59930623,1056.91176634,0.29900206,0.0247363,"1,1-difluorobutan-1-ol","LIQEX_1,1-difluorobutan-1-ol_tc40.0_W1100.0.tab"
937,50.78333038,914.87815061,0.97845756,0.12597456,2.26947252,0.0142948,68.44863745,1.09504153,98.6394927,0.02109849,0.01510361,1.3605073,0.00171386,12.31064775,0.02304134,2.76820865,0.00044394,8.67153419,1041.80641135,0.98399133,0.00045117,"1,1-difluorocyclohexane","LIQEX_1,1-difluorocyclohexane_tc40.0_W1100.0.tab"
938,50.75231568,914.3194108,0.97806706,0.15698926,2.82821232,0.01563846,62.54246263,1.0896812,98.15664335,0.02099966,0.02046393,1.84335665,0.00203851,10.30153422,0.04842843,5.13894762,0.00093328,9.86120999,1046.41522238,0.98232303,0.00095008,"1,1-difluorocyclopentane","LIQEX_1,1-difluorocyclopentane_tc40.0_W1100.0.tab"
939,36.36792082,655.17987681,0.98964113,14.54138412,261.96774631,0.61278214,1.61499762,0.29098883,26.21178273,0.00791837,0.81915631,73.78821727,0.03451971,0.22938695,0.08968508,11.13257363,0.0024405,8.36956384,1038.91066637,0.35269815,0.00691953,"1,1-difluoropentan-1-ol","LIQEX_1,1-difluoropentan-1-ol_tc40.0_W1100.0.tab"
940,29.76914629,536.30081559,0.96863989,21.14015865,380.84680754,0.64742303,1.49614777,0.12801526,11.53139818,0.00416541,0.98212988,88.46860182,0.03007799,0.13848705,0.83577289,79.47489425,0.0271947,10.53048677,1001.35973575,0.32249898,0.08432497,"1,1-difluoropropan-2-amine","LIQEX_1,1-difluoropropan-2-amine_tc40.0_W1100.0.tab"
941,47.66482184,858.69720879,0.98782554,3.2444831,58.45041434,0.29726009,3.32310145,0.54278919,48.89353364,0.01124899,0.56735595,51.10646636,0.05198125,0.21640468,0.0446563,5.27724933,0.00092548,7.10278837,839.37058067,0.65075866,0.00142215,"1,1-dimethoxy-2-methyl-propane","LIQEX_1,1-dimethoxy-2-methyl-propane_tc40.0_W1100.0.tab"
942,49.0034114,882.81233339,0.9858665,1.90589355,34.33528973,0.228101,4.3220536,0.69319769,62.44207751,0.01394598,0.41694745,37.55792249,0.04990107,0.27947642,0.00932131,1.34424756,0.00018753,6.03263988,869.98058244,0.72199793,0.00025974,"1,1-dimethoxy-trans-2-hexene","LIQEX_1,1-dimethoxy-trans-2-hexene_tc40.0_W1100.0.tab"
943,35.4328167,638.33367307,0.9799109,15.47648824,278.81395005,0.60885548,1.60942999,0.21475323,19.34460856,0.0059391,0.89539191,80.65539144,0.03522532,0.16860303,0.51165317,46.11092576,0.01415,9.04710482,815.33820424,0.3559192,0.0397562,"1,1-dimethoxyethane","LIQEX_1,1-dimethoxyethane_tc40.0_W1100.0.tab"
944,44.38537148,799.61684808,0.98911236,6.52393346,117.53077505,0.425288,2.32574607,0.3484915,31.39152631,0.00776601,0.76165363,68.60847369,0.04965136,0.15641074,0.14007972,14.58903998,0.00312163,8.05444935,838.85579002,0.52506064,0.00594527,"1,1-dimethoxypropane","LIQEX_1,1-dimethoxypropane_tc40.0_W1100.0.tab"
945,50.88825665,916.76843126,0.97865588,0.0210483,0.37919186,0.00311343,314.33567169,1.10918916,99.91388688,0.02133134,0.00095598,0.08611312,0.00014141,150.85389419,0.00066463,0.0759411,1.2782e-05,6.73848474,769.9491589,0.99674517,1.2823e-05,"1,1-dimethyl-1-silacyclopentane","LIQEX_1,1-dimethyl-1-silacyclopentane_tc40.0_W1100.0.tab"
946,42.51317506,765.88862305,0.99561477,8.39612988,151.25900008,0.4998617,1.99178115,0.15843464,14.27152483,0.00371038,0.9517105,85.72847517,0.05665987,0.06548511,0.02881667,2.91597669,0.00067486,7.44906529,753.77542331,0.44347843,0.00152174,"1,1-dimethylbutylamine","LIQEX_1,1-dimethylbutylamine_tc40.0_W1100.0.tab"
947,50.88896838,916.78125346,0.97865071,0.02033656,0.36636967,0.00292881,334.14823685,1.10925546,99.91985966,0.0213322,0.00088967,0.08014034,0.00012813,166.49459876,0.00088876,0.09973121,1.7092e-05,6.92240226,776.78623879,0.99694306,1.7144e-05,"1,1-dimethylcyclohexane","LIQEX_1,1-dimethylcyclohexane_tc40.0_W1100.0.tab"
948,50.88746526,916.75417418,0.978637,0.02183968,0.39344895,0.0028812,339.66408988,1.10915897,99.91116778,0.02133068,0.00098617,0.08883222,0.0001301,163.95745639,0.00168063,0.16501595,3.2321e-05,7.55724816,742.02139405,0.9969887,3.2419e-05,"1,1-dimethylcyclopentane","LIQEX_1,1-dimethylcyclopentane_tc40.0_W1100.0.tab"
949,50.86886605,916.41910332,0.97840908,0.0404389,0.72851981,0.00410361,238.42699306,1.10744369,99.7566578,0.02130051,0.00270145,0.2433422,0.00027413,77.70191686,0.01509867,1.05892086,0.00029041,9.81133074,688.10168914,0.99562226,0.00029168,"1,1-dimethylcyclopropane","LIQEX_1,1-dimethylcyclopropane_tc40.0_W1100.0.tab"
950,50.12315487,902.98487496,0.98132672,0.78615007,14.16274816,0.10476145,9.36753409,0.94143672,84.8030308,0.01843174,0.16870841,15.1969692,0.02248189,0.81985951,0.01233698,1.60609681,0.00024154,6.54933408,852.62884319,0.87275667,0.00027676,"1,1-dimethylethyl-2-propenylperoxide","LIQEX_1,1-dimethylethyl-2-propenylperoxide_tc40.0_W1100.0.tab"
951,21.51407368,387.58300793,0.77701531,29.39523126,529.56461519,0.77701545,0.99999983,0.46914226,42.25954281,0.01694383,0.64100288,57.74045719,0.01694388,0.99999727,5.70487906,342.85510751,0.20604087,7.79471418,468.45122249,0.20604068,1.00000085,"1,1-dimethylhydrazine","LIQEX_1,1-dimethylhydrazine_tc40.0_W1100.0.tab"
952,50.88971809,916.79475964,0.97866105,0.01958685,0.35286349,0.00313585,312.08970035,1.10929682,99.92358488,0.02133291,0.00084832,0.07641512,0.00013582,157.07559513,0.00031404,0.04028709,6.0392e-06,6.22567301,798.68002291,0.99672834,6.059e-06,"1,1-dimethylsilinane","LIQEX_1,1-dimethylsilinane_tc40.0_W1100.0.tab"
953,25.23448148,454.60735989,0.76181494,25.67482346,462.54026323,0.76181748,0.99999933,0.55029131,49.5693124,0.01661299,0.55985383,50.4306876,0.01661185,1.00001379,7.33938912,441.0868346,0.22157207,7.46738917,448.7794554,0.22157066,1.00000129,"1,1-ethanediamine","LIQEX_1,1-ethanediamine_tc40.0_W1100.0.tab"
954,23.30404196,419.8298664,0.78060133,27.60526298,497.31775673,0.78060142,0.99999989,0.50817516,45.77556088,0.01702203,0.60196997,54.22443912,0.01702207,0.9999982,6.04174427,713.11007949,0.20237664,7.15686252,844.72804051,0.20237652,1.00000056,"1,2,2,2-tetrafluoro-ethanol","LIQEX_1,2,2,2-tetrafluoro-ethanol_tc40.0_W1100.0.tab"
955,48.95469256,881.93464786,0.98358488,1.95461238,35.21297526,0.17191983,5.7211887,0.74804578,67.38270099,0.01502954,0.36209936,32.61729901,0.0318488,0.47189808,0.06896242,11.58831211,0.00138557,9.05261323,1521.18377789,0.79623137,0.00174017,"1,2,2,2-tetrafluoroethyl-difluoromethyl-ether","LIQEX_1,2,2,2-tetrafluoroethyl-difluoromethyl-ether_tc40.0_W1100.0.tab"
956,50.7336415,913.98298929,0.97887756,0.17566344,3.16463384,0.02866704,34.14623132,1.09103654,98.27872981,0.02105095,0.0191086,1.72127019,0.00311839,6.75197995,0.00370539,0.9192705,7.1493e-05,5.93294279,1471.9040395,0.96821457,7.384e-05,"1,2,2,3,3,4,4,5,5-nonafluoro-hexane","LIQEX_1,2,2,3,3,4,4,5,5-nonafluoro-hexane_tc40.0_W1100.0.tab"
957,50.61963697,911.92916081,0.97909124,0.28966797,5.21846232,0.04393163,22.28879838,1.07122205,96.49387422,0.02071971,0.03892308,3.50612578,0.00590315,3.51010583,0.00977394,2.24897852,0.00018905,6.26501731,1441.57790148,0.95016522,0.00019897,"1,2,2,3,3,4,4,6-octafluorohexane","LIQEX_1,2,2,3,3,4,4,6-octafluorohexane_tc40.0_W1100.0.tab"
958,50.68918655,913.18211896,0.97881194,0.22011839,3.96550416,0.03029048,32.3143199,1.08314348,97.56773676,0.02091558,0.02700165,2.43226324,0.0037157,5.62821554,0.01411066,2.79507451,0.00027248,7.01979686,1390.49861549,0.96599383,0.00028207,"1,2,2,3,3,4,4-heptafluoro-pentane","LIQEX_1,2,2,3,3,4,4-heptafluoro-pentane_tc40.0_W1100.0.tab"
959,50.51028473,909.9591448,0.97901197,0.39902021,7.18847833,0.0498203,19.65240193,1.04936425,94.52496066,0.02033923,0.06078088,5.47503934,0.00758889,2.68024609,0.03347395,6.02839047,0.00064881,7.54938808,1359.58440953,0.94259081,0.00068833,"1,2,2,3,3,5-hexafluoropentane","LIQEX_1,2,2,3,3,5-hexafluoropentane_tc40.0_W1100.0.tab"
960,50.72062077,913.74841673,0.97872512,0.18868417,3.3992064,0.02420479,40.43531078,1.08638576,97.85979535,0.02096333,0.02375938,2.14020465,0.0030479,6.87725269,0.01614535,2.61718545,0.00031155,7.58287938,1229.19646455,0.97274731,0.00032028,"1,2,2,3,3-pentafluoropentane","LIQEX_1,2,2,3,3-pentafluoropentane_tc40.0_W1100.0.tab"
961,50.88502136,916.7101465,0.97866264,0.02428358,0.43747662,0.00374597,261.2594567,1.10902435,99.89904122,0.02132967,0.00112079,0.10095878,0.00017289,123.37299518,0.0004001,0.10156204,7.6951e-06,6.45719099,1639.08530796,0.99608114,7.7254e-06,"1,2,2,3-tetrachloro-1,1,3,3-tetrafluoropropane","LIQEX_1,2,2,3-tetrachloro-1,1,3,3-tetrafluoropropane_tc40.0_W1100.0.tab"
962,50.75902103,914.44020986,0.97879441,0.15028391,2.70741327,0.02038361,48.0186673,1.09503478,98.63888446,0.02111573,0.01511036,1.36111554,0.00204948,10.30369251,0.00466007,1.01523273,8.9861e-05,7.20738677,1570.18571727,0.97756691,9.1923e-05,"1,2,2,3-tetrachloro-3,3-difluoropropane","LIQEX_1,2,2,3-tetrachloro-3,3-difluoropropane_tc40.0_W1100.0.tab"
963,50.58481649,911.30185857,0.97854831,0.32448845,5.84576456,0.03870562,25.28189484,1.05881266,95.3760568,0.02048242,0.05133248,4.6239432,0.00612304,3.34485319,0.05010516,7.22070933,0.00096927,8.00767615,1153.99493067,0.95517134,0.00101476,"1,2,2,4-tetrafluoro-3-methylbutane","LIQEX_1,2,2,4-tetrafluoro-3-methylbutane_tc40.0_W1100.0.tab"
964,50.02343733,901.18843103,0.98324829,0.88586761,15.9591921,0.13585526,7.23728635,0.85156873,76.70787352,0.01673822,0.25857641,23.29212648,0.03965487,0.42209749,0.00068602,0.10652541,1.3484e-05,5.37622798,834.82824459,0.82448986,1.6355e-05,"1,2,2,6,6-pentamethylpiperidine","LIQEX_1,2,2,6,6-pentamethylpiperidine_tc40.0_W1100.0.tab"
965,50.84558137,915.99962237,0.9786357,0.06372357,1.14800075,0.00810045,120.81271492,1.10492558,99.52983158,0.02126674,0.00521955,0.47016842,0.0006635,32.05259752,0.00506906,0.92972866,9.7565e-05,7.79772529,1430.20097134,0.99123605,9.8428e-05,"1,2,2-trichloro-1,1-difluoropropane","LIQEX_1,2,2-trichloro-1,1-difluoropropane_tc40.0_W1100.0.tab"
966,50.88617327,916.73089852,0.97865568,0.02313167,0.4167246,0.00338267,289.31650508,1.10914551,99.90995511,0.02133137,0.00099963,0.09004489,0.00014618,145.92753069,0.00067373,0.15993382,1.2957e-05,6.81416163,1617.57264618,0.99647115,1.3003e-05,"1,2,2-trichloropentafluoropropane","LIQEX_1,2,2-trichloropentafluoropropane_tc40.0_W1100.0.tab"
967,50.65621936,912.58820446,0.97868414,0.25308558,4.55941866,0.02760455,35.45365035,1.07514434,96.84718735,0.02077192,0.0350008,3.15281265,0.00381761,5.44149429,0.02815415,4.15081362,0.00054394,8.88016816,1309.21806638,0.96857784,0.00056159,"1,2,2-trichloropropane","LIQEX_1,2,2-trichloropropane_tc40.0_W1100.0.tab"
968,50.14716722,903.41746509,0.97923544,0.76213772,13.73015803,0.07690186,12.73359742,0.96343923,86.78497935,0.0188133,0.14670591,13.21502065,0.01480304,1.27086379,0.09992502,12.79973494,0.00195126,9.00168015,1153.05571506,0.9082951,0.00214827,"1,2,2-trifluoro-3-methoxypropane","LIQEX_1,2,2-trifluoro-3-methoxypropane_tc40.0_W1100.0.tab"
969,50.72219958,913.77685949,0.97862906,0.18710536,3.37076364,0.02232243,43.84078348,1.08444918,97.68535126,0.02092325,0.02569596,2.31464874,0.00306563,6.82439287,0.02320351,2.92644146,0.00044769,8.16914216,1030.29737854,0.97461194,0.00045935,"1,2,2-trifluoropentane","LIQEX_1,2,2-trifluoropentane_tc40.0_W1100.0.tab"
970,50.38199537,907.64797032,0.97957563,0.52730957,9.4996528,0.07526721,13.01532098,1.0270004,92.51046207,0.01996794,0.08314474,7.48953793,0.01186793,1.68255557,0.02347531,5.40165966,0.00045643,6.39537929,1471.57414034,0.91286486,0.00050001,"1,2,3,3,4,4,5,6-octafluorohexane","LIQEX_1,2,3,3,4,4,5,6-octafluorohexane_tc40.0_W1100.0.tab"
971,50.51748751,910.08890524,0.97923387,0.39181743,7.05871789,0.05562043,17.60692837,1.05217422,94.77807739,0.02039541,0.05797092,5.22192261,0.00822926,2.47848879,0.0191251,4.05660941,0.00037072,6.59469868,1398.79581059,0.93615031,0.00039601,"1,2,3,3,4,4,6-heptafluorohexane","LIQEX_1,2,3,3,4,4,6-heptafluorohexane_tc40.0_W1100.0.tab"
972,50.2595193,905.44152432,0.97936924,0.64978564,11.70609881,0.07725558,12.67758503,1.00226663,90.28248581,0.01953041,0.10787851,9.71751419,0.0128261,1.52274835,0.05646779,10.16939742,0.00110035,7.65319276,1378.27880258,0.90991832,0.0012093,"1,2,3,3,4,5-hexafluoro-pentane","LIQEX_1,2,3,3,4,5-hexafluoro-pentane_tc40.0_W1100.0.tab"
973,50.78277637,914.86816992,0.97875326,0.12652857,2.27945321,0.01867032,52.42314911,1.09870468,98.96946293,0.0211757,0.01144046,1.03053707,0.00168813,12.54624798,0.00368602,0.78911014,7.1042e-05,6.63902031,1421.29399986,0.97964155,7.2518e-05,"1,2,3,3-tetrafluoro-2-(trifluoromethoxy)butane","LIQEX_1,2,3,3-tetrafluoro-2-(trifluoromethoxy)butane_tc40.0_W1100.0.tab"
974,50.71084672,913.57233402,0.97888041,0.19845822,3.57528911,0.02714227,36.06463721,1.08318915,97.57185023,0.02090899,0.02695599,2.42814977,0.00368665,5.6722919,0.01090984,1.72525719,0.00021059,7.08636129,1120.62132281,0.96917107,0.00021729,"1,2,3,3-tetrafluorohexane","LIQEX_1,2,3,3-tetrafluorohexane_tc40.0_W1100.0.tab"
975,50.26115018,905.47090518,0.97899179,0.64815476,11.67671795,0.07433152,13.17197996,0.99826852,89.92234316,0.01944438,0.11187662,10.07765684,0.01283021,1.51562035,0.08028683,13.01461897,0.00156384,7.95975257,1290.28819103,0.91283828,0.00171321,"1,2,3,4-tetrafluoro-2-(fluoromethyl)butane","LIQEX_1,2,3,4-tetrafluoro-2-(fluoromethyl)butane_tc40.0_W1100.0.tab"
976,50.76674469,914.57935407,0.97863275,0.14256025,2.56826905,0.01544505,63.36238047,1.09527231,98.6602805,0.02111361,0.01487283,1.3397195,0.00161133,13.10343093,0.01315763,1.97462005,0.00025364,9.07272648,1361.58204995,0.98294362,0.00025804,"1,2,3,4-tetrafluorobenzene","LIQEX_1,2,3,4-tetrafluorobenzene_tc40.0_W1100.0.tab"
977,50.8488433,916.058387,0.97871522,0.06046165,1.08923613,0.00930293,105.20543877,1.10472333,99.51161289,0.02126321,0.00542181,0.48838711,0.00083423,25.48912472,0.00112095,0.15045243,2.1575e-05,6.43332013,863.47416757,0.98986284,2.1796e-05,"1,2,3,4-tetramethylbenzene","LIQEX_1,2,3,4-tetramethylbenzene_tc40.0_W1100.0.tab"
978,50.89235187,916.84220815,0.97866261,0.01695307,0.30541498,0.003012,324.92290106,1.10946439,99.93867957,0.02133506,0.00068075,0.06132043,0.00012095,176.40420543,0.00012111,0.01698733,2.3289e-06,5.6108794,787.01976267,0.99686706,2.3362e-06,"1,2,3,4-tetramethylcyclohexane","LIQEX_1,2,3,4-tetramethylcyclohexane_tc40.0_W1100.0.tab"
979,50.63067594,912.12803136,0.97895918,0.278629,5.01959177,0.04070903,24.05029803,1.07316104,96.668535,0.02074989,0.0369841,3.331465,0.00540355,3.83999452,0.01504681,3.19156494,0.00029093,6.52878904,1384.81577506,0.95388741,0.000305,"1,2,3,5-tetrafluoro-3-(trifluoromethyl)pentane","LIQEX_1,2,3,5-tetrafluoro-3-(trifluoromethyl)pentane_tc40.0_W1100.0.tab"
980,50.72842085,913.88893755,0.97868345,0.1808841,3.25868558,0.01942302,50.38788211,1.09082384,98.25956979,0.02104483,0.0193213,1.74043021,0.00207469,10.14367693,0.01408411,2.11366188,0.00027172,9.11266838,1367.57629812,0.9785023,0.00027769,"1,2,3,5-tetrafluorobenzene","LIQEX_1,2,3,5-tetrafluorobenzene_tc40.0_W1100.0.tab"
981,50.8521427,916.11782675,0.97871289,0.05716225,1.02979637,0.00883695,110.75269666,1.10517392,99.55220083,0.02127045,0.00497122,0.44779917,0.00076852,27.67760465,0.00086575,0.11620063,1.6663e-05,6.40641547,859.86304937,0.99039453,1.6824e-05,"1,2,3,5-tetramethylbenzene","LIQEX_1,2,3,5-tetramethylbenzene_tc40.0_W1100.0.tab"
982,43.63099579,786.02652566,0.9871263,7.27830915,131.12109746,0.44361355,2.22519294,0.44830211,40.38229691,0.01014258,0.66184303,59.61770309,0.04033939,0.25143099,0.12071572,13.54071312,0.00273112,8.46671611,949.71369688,0.51604706,0.00529239,"1,2,3,6-tetrahydrobenzyl-alcohol","LIQEX_1,2,3,6-tetrahydrobenzyl-alcohol_tc40.0_W1100.0.tab"
983,33.28414181,599.62459876,0.98859825,17.62516313,317.52302436,0.59563206,1.6597476,0.10133399,9.12799437,0.0030098,1.00881115,90.87200563,0.03409218,0.08828422,0.28254034,23.48818393,0.00839195,10.95671485,910.85518607,0.37027576,0.02266407,"1,2,3,6-tetrahydropyridine","LIQEX_1,2,3,6-tetrahydropyridine_tc40.0_W1100.0.tab"
984,50.52345134,910.19634541,0.97879832,0.38585361,6.95127772,0.03650765,26.81071759,1.0456789,94.19298992,0.02025809,0.06446624,5.80701008,0.00609949,3.32146636,0.04870619,5.85006868,0.00094359,10.11879627,1215.36192132,0.95739286,0.00098558,"1,2,3-benzoxadiazole","LIQEX_1,2,3-benzoxadiazole_tc40.0_W1100.0.tab"
985,35.26136739,635.24495827,0.95466707,15.64793755,281.90266486,0.50521599,1.8896199,0.25218068,22.7160101,0.00682755,0.85796446,77.2839899,0.02770061,0.24647616,1.42222607,122.47698094,0.03850538,14.46686573,1245.83430906,0.4670834,0.08243785,"1,2,3-thiadiazole","LIQEX_1,2,3-thiadiazole_tc40.0_W1100.0.tab"
986,50.88746633,916.75419341,0.97865658,0.02183861,0.39342972,0.00318565,307.20973981,1.109233,99.91783619,0.02133253,0.00091214,0.08216381,0.00013306,160.33106703,0.00056634,0.13444058,1.0892e-05,6.83256453,1621.94119942,0.9966813,1.0928e-05,"1,2,3-trichloro-1,1,2,3,3-pentafluoropropane","LIQEX_1,2,3-trichloro-1,1,2,3,3-pentafluoropropane_tc40.0_W1100.0.tab"
987,50.39114337,907.81277447,0.97909727,0.51816157,9.33484866,0.05292068,18.50126344,1.01821327,91.71893234,0.01978383,0.09193187,8.28106766,0.00938915,2.1069901,0.05758637,8.49005526,0.0011189,9.18119322,1353.59869474,0.93769017,0.00119325,"1,2,3-trichloropropane","LIQEX_1,2,3-trichloropropane_tc40.0_W1100.0.tab"
