file_name,COSMO_name,A,B,C,Ae,Be,Ce,De,Ee,Fe,Ge,Density,Volume,T_boil,CAS_Number
"PVAP_((1,1-dimethylethoxy)methyl)oxirane.tab","((1,1-dimethylethoxy)methyl)oxirane",14.88692186,4309.86217902,-48.98688898,70.5611795,-9715.12781665,0.0,0.0,-7.50990961,213660.0,-2.0,0.93608176,0.23093948,468.7000852318324,
"PVAP_(+)-(2r,3s)-2,3-methano-1-pentanol.tab","(+)-(2r,3s)-2,3-methano-1-pentanol",13.86524372,3056.54034915,-106.75373712,37.42674568,-3606.87444169,0.0,0.0,-3.43133897,-704190.0,-2.0,0.87192723,0.19074839,437.3009326891319,
PVAP_(+)-3s-1-methoxyhexane-3-thiol.tab,(+)-3s-1-methoxyhexane-3-thiol,15.4963853,4537.84609449,-49.11400687,82.20648601,-11057.33650118,0.0,0.0,-8.99273407,301760.0,-2.0,0.9250497,0.26615223,466.27013384094926,
PVAP_(+)-s-methyl_(2s)-2-methylbutanethioate.tab,(+)-s-methyl_(2s)-2-methylbutanethioate,14.92092726,3811.62945355,-51.07981936,72.04057063,-9370.36228249,0.0,0.0,-7.70323657,246520.0,-2.0,0.93677797,0.23438289,421.0477537640077,
"PVAP_(-)-(2s,3r)-2,3-methano-1-pentanol.tab","(-)-(2s,3r)-2,3-methano-1-pentanol",13.87567034,3061.86231518,-106.69651974,38.3146486,-3701.21841392,0.0,0.0,-3.54920646,-696430.0,-2.0,0.87205456,0.19072054,437.4463087758928,
"PVAP_(-)-(e,r)-filbertone.tab","(-)-(e,r)-filbertone",14.9461714,4185.0313887,-47.5469245,72.45531609,-9806.40069471,0.0,0.0,-7.75229241,253650.0,-2.0,0.83306356,0.25154734,452.7654510220668,
PVAP_(-)-3r-1-methoxyhexane-3-thiol.tab,(-)-3r-1-methoxyhexane-3-thiol,15.48782047,4522.55937383,-49.76299831,82.17963208,-11030.894916,0.0,0.0,-8.99156339,296140.0,-2.0,0.92195018,0.26704701,465.8414434153341,
PVAP_(-)-s-methyl_(2r)-2-methylbutanethioate.tab,(-)-s-methyl_(2r)-2-methylbutanethioate,14.86941186,3790.46572385,-51.2581788,71.27054104,-9274.6791538,0.0,0.0,-7.60696528,239730.0,-2.0,0.93904711,0.23381653,421.0207998281019,
"PVAP_(1,1,2,2-tetrafluoro-1,2-ethanediyl)bis[trimethyl-silane.tab","(1,1,2,2-tetrafluoro-1,2-ethanediyl)bis[trimethyl-silane",16.0514418,3674.96987249,-55.41966545,87.04952103,-10604.52018059,0.0,0.0,-9.57233263,353040.0,-2.0,0.99809484,0.40992777,376.85191911154857,
"PVAP_(1,1-dimethylethyl)benzene.tab","(1,1-dimethylethyl)benzene",14.91046679,4120.48346682,-45.05886089,72.68945004,-9805.4054809,0.0,0.0,-7.78361244,282510.0,-2.0,0.85250958,0.26143517,445.4115593644526,
"PVAP_(1,1-dimethylethyl)dimethyl(1-methylethyl)-silane.tab","(1,1-dimethylethyl)dimethyl(1-methylethyl)-silane",15.61362007,3416.43816359,-54.03735248,82.32409753,-9948.38194888,0.0,0.0,-8.99145994,346080.0,-2.0,0.72773454,0.36133865,364.7557716938962,
"PVAP_(1,1-dimethylethyl)methoxydimethyl-silane.tab","(1,1-dimethylethyl)methoxydimethyl-silane",15.32657703,3399.54514814,-54.00069917,77.19064396,-9436.39849123,0.0,0.0,-8.34104814,301130.0,-2.0,0.78829951,0.30818568,371.4706030481732,
"PVAP_(1,1-dimethylpropoxy)trimethyl-silane.tab","(1,1-dimethylpropoxy)trimethyl-silane",15.56374875,3630.71820484,-52.76471738,81.45445777,-10078.80952646,0.0,0.0,-8.88136655,330920.0,-2.0,0.79059858,0.33675049,384.47603333115234,
"PVAP_(1,1-dimethylpropyl)benzene.tab","(1,1-dimethylpropyl)benzene",15.1511104,4375.66952442,-44.94172882,77.24745156,-10490.53124838,0.0,0.0,-8.36449758,308310.0,-2.0,0.84584249,0.2910327,460.375325288892,
PVAP_(1-chloroethenyl)benzene.tab,(1-chloroethenyl)benzene,14.83735304,4207.72104439,-46.06623699,71.03123658,-9712.95431128,0.0,0.0,-7.57326448,252760.0,-2.0,1.07216893,0.21465136,457.8201134823943,
PVAP_(1-chloroethyl)trimethylsilane.tab,(1-chloroethyl)trimethylsilane,15.14378673,3272.71203627,-53.74941658,73.33981968,-8948.66475547,0.0,0.0,-7.84687069,278880.0,-2.0,0.86532864,0.26231531,364.6825291908547,
PVAP_(1-methylbutyl)benzene.tab,(1-methylbutyl)benzene,15.31088216,4518.98822279,-45.25102176,80.16794209,-10904.81089497,0.0,0.0,-8.7364848,322580.0,-2.0,0.83988506,0.29309704,467.8806705068933,
PVAP_(1-methylenepropyl)-benzene.tab,(1-methylenepropyl)-benzene,14.94764491,4236.48036486,-45.28928095,73.2176618,-9962.62625763,0.0,0.0,-7.85069838,277620.0,-2.0,0.8783988,0.24991896,455.4308733937235,
PVAP_(1-methylethyl)-cyclopentane.tab,(1-methylethyl)-cyclopentane,14.63368471,3441.54095044,-46.07690086,67.8935623,-8689.11621779,0.0,0.0,-7.17398185,276170.0,-2.0,0.75466833,0.24690942,389.70347627864027,
PVAP_(1-methylvinyl)cyclopropane.tab,(1-methylvinyl)cyclopropane,14.04940558,2823.92398347,-47.91762731,56.43617865,-6976.97910818,0.0,0.0,-5.71262706,202510.0,-2.0,0.74382591,0.18338104,347.34529167917566,
"PVAP_(1e)-1,3-dichloro-1-fluoroprop-1-ene.tab","(1e)-1,3-dichloro-1-fluoroprop-1-ene",14.34269317,3049.63172151,-53.27753401,61.18087161,-7586.53538902,0.0,0.0,-6.31968003,192130.0,-2.0,1.30453339,0.16415429,366.8849819344419,
"PVAP_(1e)-2,2,2-trifluoro-n-(1,1,2,2,2-pentafluoroethyl)ethanimidoylfluoride.tab","(1e)-2,2,2-trifluoro-n-(1,1,2,2,2-pentafluoroethyl)ethanimidoylfluoride",13.87130431,2429.42917713,-48.98183026,53.37691199,-6303.45326601,0.0,0.0,-5.32397023,197390.0,-2.0,1.5824913,0.24452867,311.5384881196468,
PVAP_(1r)-1-(trifluoromethoxy)ethanol.tab,(1r)-1-(trifluoromethoxy)ethanol,13.32333651,2572.32987404,-97.07040401,27.88628252,-2940.11428304,0.0,0.0,-2.11369113,-485750.0,-2.0,1.32728952,0.16272253,392.5705634370494,
PVAP_(1r)-1-chloro-1-methoxyethane.tab,(1r)-1-chloro-1-methoxyethane,14.27646391,3298.50552848,-55.31855937,59.40183394,-7611.28475812,0.0,0.0,-6.0965297,138290.0,-2.0,1.02741128,0.15279991,396.8448461987414,
PVAP_(1r)-1-fluoroethanol.tab,(1r)-1-fluoroethanol,13.66267857,2545.2252823,-109.19066577,40.92920771,-3706.38652263,0.0,0.0,-3.89437928,-546060.0,-2.0,1.05063521,0.10124607,390.6068623482051,
PVAP_(1r)-1-fluoropropan-1-ol.tab,(1r)-1-fluoropropan-1-ol,13.74272197,2645.58808326,-108.17000122,41.11393627,-3801.76793253,0.0,0.0,-3.91049246,-559330.0,-2.0,0.99787159,0.12994109,398.1168833595505,
PVAP_(1s)-1-chloro-1-fluoropropan-2-one.tab,(1s)-1-chloro-1-fluoropropan-2-one,13.91341735,2908.97884851,-60.32394322,53.05058971,-6578.18857439,0.0,0.0,-5.29742036,77972.21511899,-2.0,1.23275139,0.14886598,373.28279253909193,
"PVAP_(1s)-2,2,3,3,3-pentafluoro-1-methoxypropan-1-ol.tab","(1s)-2,2,3,3,3-pentafluoro-1-methoxypropan-1-ol",13.36716215,2591.85622713,-96.32833218,32.44950135,-3446.86493557,0.0,0.0,-2.71624964,-435450.0,-2.0,1.39941426,0.21367473,392.5801201392713,
"PVAP_(1s,2r)-1,2-difluorocyclopentane.tab","(1s,2r)-1,2-difluorocyclopentane",13.80168945,3283.67164284,-47.52931011,51.11723093,-6892.46400396,0.0,0.0,-5.03546564,123610.0,-2.0,1.08655929,0.16216962,405.0970166891744,
"PVAP_(2,2,2-trifluoro-1-hydroxyethyl)-2,2,2-trifluoroacetate.tab","(2,2,2-trifluoro-1-hydroxyethyl)-2,2,2-trifluoroacetate",13.94475761,3274.16860704,-65.35788085,50.27122948,-6528.02182394,0.0,0.0,-4.93789537,-32240.15299256,-2.0,1.62199443,0.21708676,416.42153112525006,
PVAP_(2-aminoethoxy)trimethylsilane.tab,(2-aminoethoxy)trimethylsilane,14.97686772,3452.77877286,-66.72253351,66.07943695,-8168.8074307,0.0,0.0,-6.92751848,75258.40462879,-2.0,0.88742474,0.24936354,400.0494879195992,
"PVAP_(2-chloro-1,1,2,2-tetrafluoroethyl)-2,2,2-trifluoroacetate.tab","(2-chloro-1,1,2,2-tetrafluoroethyl)-2,2,2-trifluoroacetate",14.20688861,2752.75028733,-51.55068695,59.30867021,-7153.76689667,0.0,0.0,-6.0810509,211350.0,-2.0,1.611296,0.25607796,338.6377570803307,
PVAP_(2-methoxyethyl)(trimethyl)silane.tab,(2-methoxyethyl)(trimethyl)silane,15.29772011,3383.534171,-54.61796794,76.09067116,-9304.34068448,0.0,0.0,-8.19818362,287320.0,-2.0,0.79314014,0.27693817,371.4464704379743,
PVAP_(2-methyl-1-propenyl)benzene.tab,(2-methyl-1-propenyl)benzene,14.99314042,4302.612677,-45.21992202,74.00503521,-10101.97363728,0.0,0.0,-7.95060229,280990.0,-2.0,0.88181629,0.2489504,459.9372824839984,
PVAP_(2-methylbutyl)benzene.tab,(2-methylbutyl)benzene,15.31160845,4527.62890161,-45.31303559,80.17274104,-10912.56023486,0.0,0.0,-8.73720712,321470.0,-2.0,0.84266884,0.29212879,468.7220271403053,
PVAP_(2-propenyloxy)methyl-oxirane.tab,(2-propenyloxy)methyl-oxirane,14.73745806,4170.53101549,-50.56985896,67.80188735,-9292.48362156,0.0,0.0,-7.16206305,183590.0,-2.0,0.98189522,0.19303376,462.7133063294179,
PVAP_(2r)-(-)-2-butylbutanoate.tab,(2r)-(-)-2-butylbutanoate,15.18151737,4271.08934186,-48.4502357,77.27942874,-10344.72104458,0.0,0.0,-8.37037714,283300.0,-2.0,0.87083746,0.27498826,452.787532296291,
PVAP_(2r)-(-)-2-pentylbutanoate.tab,(2r)-(-)-2-pentylbutanoate,15.53450062,4629.53385632,-48.69561381,83.79692213,-11307.02913872,0.0,0.0,-9.20118196,313820.0,-2.0,0.86664236,0.30319533,472.7944450702646,
"PVAP_(2r)-1,1,1,2,3,3-hexafluoropropan-2-ol.tab","(2r)-1,1,1,2,3,3-hexafluoropropan-2-ol",13.52500417,2601.95735499,-47.28133247,46.50253102,-5811.14773288,0.0,0.0,-4.44747084,131710.0,-2.0,1.57756196,0.1768766,339.4171209957621,
"PVAP_(2r)-1,1,1-trifluoro-2,3-dimethylbutan-2-ol.tab","(2r)-1,1,1-trifluoro-2,3-dimethylbutan-2-ol",13.59439169,2643.9558536,-100.20095626,24.69797066,-2497.18741994,0.0,0.0,-1.67334241,-583920.0,-2.0,1.08382565,0.23923382,394.7573975364796,
"PVAP_(2r)-1,1,1-trifluoro-2,3-dimethylbutane.tab","(2r)-1,1,1-trifluoro-2,3-dimethylbutane",14.02697912,2694.00203926,-48.23234593,56.13830975,-6824.0629132,0.0,0.0,-5.67500035,207280.0,-2.0,0.97317881,0.23913393,334.5649440845673,
"PVAP_(2r)-1,1,1-trifluoro-2,4-dimethylpentane.tab","(2r)-1,1,1-trifluoro-2,4-dimethylpentane",14.36181288,3086.51071415,-47.63495956,62.39215711,-7803.71299754,0.0,0.0,-6.47168256,239750.0,-2.0,0.95813841,0.26719722,364.4120050110953,
"PVAP_(2r)-1,1,1-trifluoro-2-methylbutane.tab","(2r)-1,1,1-trifluoro-2-methylbutane",13.78261785,2436.24936466,-48.44372405,51.57802522,-6139.32382018,0.0,0.0,-5.09391585,183400.0,-2.0,0.99496331,0.2104884,314.2854618830968,
"PVAP_(2r)-1,1,1-trifluoro-3,3-dimethylbutan-2-ol.tab","(2r)-1,1,1-trifluoro-3,3-dimethylbutan-2-ol",13.67500905,2701.0710619,-95.63588014,30.12300672,-3253.13119075,0.0,0.0,-2.3677711,-479830.0,-2.0,1.08969899,0.23794438,393.8767687881967,
"PVAP_(2r)-1,1,1-trifluoro-3-methylbutan-2-ol.tab","(2r)-1,1,1-trifluoro-3-methylbutan-2-ol",13.52188771,2559.43733859,-100.50063146,26.72354615,-2664.59830706,0.0,0.0,-1.94935646,-544310.0,-2.0,1.12465603,0.2098383,387.96305198140976,
"PVAP_(2r)-1,2-dimethylpyrrolidine.tab","(2r)-1,2-dimethylpyrrolidine",14.23700356,3234.77081905,-44.61442096,60.43424146,-7784.92547042,0.0,0.0,-6.22287528,232150.0,-2.0,0.81768216,0.2014028,380.9156651796376,
PVAP_(2r)-1-chloropropan-2-amine.tab,(2r)-1-chloropropan-2-amine,14.15610755,3246.80106898,-65.29425982,54.76162961,-6943.06302194,0.0,0.0,-5.51150292,12439.14260213,-2.0,1.0269076,0.15128247,405.7092183290028,
"PVAP_(2r)-1-n-methylpropane-1,2-diamine.tab","(2r)-1-n-methylpropane-1,2-diamine",14.11856836,3269.3834365,-66.50870291,54.35952153,-6897.11338134,0.0,0.0,-5.46714365,-6608.04303609,-2.0,0.83032609,0.17629184,410.64580814784296,
PVAP_(2r)-2-aminopropanal.tab,(2r)-2-aminopropanal,14.00397445,3240.92307436,-63.56077586,51.42559713,-6636.50015396,0.0,0.0,-5.08098062,-2726.24374494,-2.0,0.94228293,0.12881018,408.8672901984885,
"PVAP_(2r)-2-chloro-1,1,1-trifluoro-3-methylbutane.tab","(2r)-2-chloro-1,1,1-trifluoro-3-methylbutane",14.19560488,2933.69189591,-49.68075939,59.05940173,-7316.24957507,0.0,0.0,-6.04825289,207080.0,-2.0,1.15666629,0.2305124,355.9988827044943,
PVAP_(2r)-2-chloro-3-methylbutane.tab,(2r)-2-chloro-3-methylbutane,14.40010486,3110.33606299,-50.51140563,62.70155035,-7823.89085675,0.0,0.0,-6.51232816,220980.0,-2.0,0.86474425,0.20468983,368.4840758538643,
PVAP_(2r)-2-fluoroheptane.tab,(2r)-2-fluoroheptane,14.68071461,3388.00915836,-50.26177429,68.51171145,-8650.55482149,0.0,0.0,-7.25656443,254430.0,-2.0,0.79885355,0.24568233,386.9623038225587,
PVAP_(2r)-2-fluorohexane.tab,(2r)-2-fluorohexane,14.33566975,3002.25564661,-50.14722828,61.51389505,-7612.22647269,0.0,0.0,-6.36009044,220990.0,-2.0,0.79695243,0.21704227,359.1059252099809,
PVAP_(2r)-2-fluoropyrrolidine.tab,(2r)-2-fluoropyrrolidine,13.66183534,3269.82118373,-56.58375909,49.55700716,-6615.60972834,0.0,0.0,-4.8613259,40371.22587013,-2.0,1.06116672,0.1394443,418.14956879214014,
PVAP_(2r)-2-methoxy-3-methylbutane.tab,(2r)-2-methoxy-3-methylbutane,14.40246695,3036.3789751,-49.72890789,62.96139557,-7789.57172406,0.0,0.0,-6.5450973,234430.0,-2.0,0.75360272,0.22514009,360.0659335434148,
PVAP_(2r)-2-methoxypentane.tab,(2r)-2-methoxypentane,14.48538408,3148.71154348,-48.50004857,64.47768265,-8054.07913926,0.0,0.0,-6.73665466,248260.0,-2.0,0.76556171,0.22162314,367.61379116670975,
PVAP_(2r)-2-methyl-n-((2'r)-2'-methylbutylidene)butan-1-amine.tab,(2r)-2-methyl-n-((2'r)-2'-methylbutylidene)butan-1-amine,15.74040502,4548.85237782,-48.17691342,87.78369977,-11627.57975361,0.0,0.0,-9.70655494,361410.0,-2.0,0.77477897,0.33280568,457.1701693706312,
PVAP_(2r)-2-methyl-n-((2's)-2-methylbutylidene)butan-1-amine.tab,(2r)-2-methyl-n-((2's)-2-methylbutylidene)butan-1-amine,15.74837091,4559.68212073,-48.34623891,87.97624922,-11653.96572676,0.0,0.0,-9.73178031,360690.0,-2.0,0.77788219,0.33147801,458.0197933286997,
PVAP_(2r)-2-methyl-n-(3'-methylbutylidene)butan-1-amine.tab,(2r)-2-methyl-n-(3'-methylbutylidene)butan-1-amine,15.77861568,4612.07553126,-48.19922979,88.44687636,-11750.45125398,0.0,0.0,-9.79098782,362620.0,-2.0,0.78012404,0.33052544,461.4571852374992,
"PVAP_(2r)-2-[chloro(difluoro)methoxy]-1,1,1,2-tetrafluoroethane.tab","(2r)-2-[chloro(difluoro)methoxy]-1,1,1,2-tetrafluoroethane",13.89540262,2477.6107177,-50.33096752,53.63686756,-6361.18584236,0.0,0.0,-5.35759353,188670.0,-2.0,1.58158632,0.2125913,317.3992191618489,
"PVAP_(2r)-3,3,3-trifluoro-2-methoxypropan-1-amine.tab","(2r)-3,3,3-trifluoro-2-methoxypropan-1-amine",14.06555203,3248.40387636,-70.09648654,53.25084709,-6700.39230933,0.0,0.0,-5.33500232,-49936.03184148,-2.0,1.22463172,0.19404733,413.9441231157193,
"PVAP_(2r)-3,3,3-trifluoro-2-methylpropane-1,2-diamine.tab","(2r)-3,3,3-trifluoro-2-methylpropane-1,2-diamine",13.89933149,3244.78432015,-73.5998246,49.24955179,-6222.48268353,0.0,0.0,-4.83214164,-124690.0,-2.0,1.20437083,0.195954,423.21569663789785,
PVAP_(2r)-3-mercapto-2-methylpropan-1-ol.tab,(2r)-3-mercapto-2-methylpropan-1-ol,14.24107468,3415.65815719,-100.44843971,44.77989429,-4811.0220303,0.0,0.0,-4.34734299,-617500.0,-2.0,1.01826286,0.17316602,455.40530460478334,
"PVAP_(2r)-4,4-difluorobutan-2-amine.tab","(2r)-4,4-difluorobutan-2-amine",14.1146834,3284.91190487,-58.24920749,55.91644903,-7212.49884798,0.0,0.0,-5.65694534,82368.55706195,-2.0,1.03694576,0.17473911,404.162303171998,
PVAP_(2r)-4-fluoro-4-methylpentan-2-amine.tab,(2r)-4-fluoro-4-methylpentan-2-amine,14.46328001,3673.37765818,-55.66737759,61.07575413,-8099.78248938,0.0,0.0,-6.30123845,116280.0,-2.0,0.8814757,0.22451533,428.7905359795653,
PVAP_(2r)-but-3-en-2-ol.tab,(2r)-but-3-en-2-ol,13.57969109,2364.26271465,-119.15564338,36.10732271,-2630.70418976,0.0,0.0,-3.32152865,-713660.0,-2.0,0.82217854,0.14563143,382.9842658298177,
PVAP_(2r)-heptanethiol.tab,(2r)-heptanethiol,15.37231496,4097.33259691,-49.85805964,80.87858131,-10511.78280499,0.0,0.0,-8.82886735,315940.0,-2.0,0.84670441,0.25940147,430.8641537434931,
"PVAP_(2r)-n,3,3-trimethylbutan-2-amine.tab","(2r)-n,3,3-trimethylbutan-2-amine",14.62139118,3332.29228165,-51.27918923,66.3104544,-8369.15686272,0.0,0.0,-6.96997554,230860.0,-2.0,0.73848879,0.25907338,384.4065467996885,
"PVAP_(2r)-n,n,3-trimethylbutan-2-amine.tab","(2r)-n,n,3-trimethylbutan-2-amine",14.64304136,3207.54408035,-48.81572226,67.80272467,-8430.10139415,0.0,0.0,-7.16260845,272170.0,-2.0,0.72631147,0.263417,368.7795576516522,
PVAP_(2r)-n-ethyl-n-methylbutan-2-amine.tab,(2r)-n-ethyl-n-methylbutan-2-amine,14.72132714,3308.80775405,-47.69242253,69.2808243,-8680.24664412,0.0,0.0,-7.34965136,286250.0,-2.0,0.73032004,0.26197116,375.2000667687975,
PVAP_(2r)-n-methylpentan-2-amine.tab,(2r)-n-methylpentan-2-amine,14.47103294,3167.1654924,-55.78500331,62.02706976,-7738.39146886,0.0,0.0,-6.42125651,170520.0,-2.0,0.74413385,0.22580743,377.236541176991,
"PVAP_(2r,3r)-2-fluoro-3-methylpentane.tab","(2r,3r)-2-fluoro-3-methylpentane",14.21111142,2890.89886494,-49.41871138,59.35468939,-7307.50082107,0.0,0.0,-6.0850747,214650.0,-2.0,0.78737485,0.21968236,350.7807141655576,
"PVAP_(2r,3r)-3-mercapto-2-methyl-pentane-1-ol.tab","(2r,3r)-3-mercapto-2-methyl-pentane-1-ol",14.35428916,3640.3694934,-98.22316264,36.3567387,-4188.62328316,0.0,0.0,-3.19685589,-709360.0,-2.0,0.95954941,0.23230925,472.13297674343744,
"PVAP_(2r,3s)-3-mercapto-2-methyl-pentane-1-ol.tab","(2r,3s)-3-mercapto-2-methyl-pentane-1-ol",14.26554029,3606.48184017,-96.01945049,30.48475845,-3715.5302253,0.0,0.0,-2.39754345,-707870.0,-2.0,0.96747474,0.23040622,469.8563336676429,
PVAP_(2s)-(+)-2-butylbutanoate.tab,(2s)-(+)-2-butylbutanoate,15.18129879,4254.49496234,-48.88892874,77.33685276,-10328.58294207,0.0,0.0,-8.3788714,280910.0,-2.0,0.86975632,0.27533008,451.6635960452908,
"PVAP_(2s)-1,1,1-trifluoro-2-propan-2-yloxypropane.tab","(2s)-1,1,1-trifluoro-2-propan-2-yloxypropane",14.30269628,3283.32975604,-49.43182586,60.79097807,-7811.42478571,0.0,0.0,-6.26895093,198200.0,-2.0,1.04030121,0.24924296,388.4659698298928,
"PVAP_(2s)-1,1,2-trifluoropropan-2-amine.tab","(2s)-1,1,2-trifluoropropan-2-amine",13.99467216,3298.51526534,-61.66748847,53.48840816,-6930.73520542,0.0,0.0,-5.35558978,28084.29600704,-2.0,1.23398641,0.15217104,413.4588720518488,
"PVAP_(2s)-1,1,2-trifluoropropane.tab","(2s)-1,1,2-trifluoropropane",13.4052553,2206.11063503,-56.10848494,43.09922669,-5032.61161149,0.0,0.0,-4.01332475,83334.31568929,-2.0,1.12793439,0.14437414,307.1759921993681,
"PVAP_(2s)-1,1-difluorobutan-2-amine.tab","(2s)-1,1-difluorobutan-2-amine",13.82777973,2898.34871508,-64.50102818,50.88896238,-6292.38198275,0.0,0.0,-5.02765121,25207.00629462,-2.0,1.03357308,0.17530931,379.2157829688383,
"PVAP_(2s)-1-chloro-1,1,3,3,3-pentafluoropropan-2-ol.tab","(2s)-1-chloro-1,1,3,3,3-pentafluoropropan-2-ol",13.42800872,2419.20196746,-81.09748891,37.78214209,-4297.17127511,0.0,0.0,-3.35340088,-176350.0,-2.0,1.60870081,0.19043792,355.70487421268183,
PVAP_(2s)-1-fluoropropan-2-amine.tab,(2s)-1-fluoropropan-2-amine,13.6276096,2643.79043308,-66.25109967,45.84451704,-5552.13505838,0.0,0.0,-4.37627357,-5516.02601953,-2.0,0.92047456,0.13909052,359.70312707303174,
PVAP_(2s)-2-fluoro-3-methylbutanal.tab,(2s)-2-fluoro-3-methylbutanal,13.99574207,2945.75876238,-55.07370041,54.05624467,-6776.2302307,0.0,0.0,-5.41199498,123070.0,-2.0,0.93280778,0.18535516,369.2072520747726,
PVAP_(2s)-2-fluorobutanal.tab,(2s)-2-fluorobutanal,13.78694452,2721.29920449,-56.02380599,50.13579024,-6180.72816327,0.0,0.0,-4.91281629,100790.0,-2.0,0.96373525,0.15523858,352.829843606185,
PVAP_(2s)-2-methyl-n-((2's)-2'-methylbutylidene)butan-1-amine.tab,(2s)-2-methyl-n-((2's)-2'-methylbutylidene)butan-1-amine,15.7412541,4558.96639312,-48.19951032,87.90826244,-11649.1600233,0.0,0.0,-9.72332495,361590.0,-2.0,0.77676483,0.33195483,458.07084023788417,
PVAP_(2s)-2-methyl-n-(3'-methylbutylidene)butan-1-amine.tab,(2s)-2-methyl-n-(3'-methylbutylidene)butan-1-amine,15.77510219,4624.01856556,-47.88270542,88.38431689,-11760.37189775,0.0,0.0,-9.782513,364370.0,-2.0,0.7813098,0.33002381,462.34127835567085,
"PVAP_(2s)-3,3,3-trifluoro-2-hydroxypropanal.tab","(2s)-3,3,3-trifluoro-2-hydroxypropanal",13.44372847,2573.9587837,-83.12975816,45.53880826,-5157.86262314,0.0,0.0,-4.40435698,-148930.0,-2.0,1.42553876,0.14915935,374.78341184204254,
"PVAP_(2s)-3,3,3-trifluoropropane-1,2-diamine.tab","(2s)-3,3,3-trifluoropropane-1,2-diamine",13.81125564,3205.18852766,-77.35994171,48.07315042,-5984.15105805,0.0,0.0,-4.69871686,-172670.0,-2.0,1.28814063,0.16512905,426.0182208368397,
PVAP_(2s)-3-mercapto-2-methylpropan-1-ol.tab,(2s)-3-mercapto-2-methylpropan-1-ol,14.24545632,3408.25772819,-100.63352053,44.62007617,-4780.7584339,0.0,0.0,-4.32623082,-620740.0,-2.0,1.02067761,0.17275633,454.6601259837959,
"PVAP_(2s)-4,4,4-trifluoro-2-methylbutan-1-amine.tab","(2s)-4,4,4-trifluoro-2-methylbutan-1-amine",14.16324147,3292.51698709,-56.51451778,56.54766944,-7306.35268561,0.0,0.0,-5.73136317,102240.0,-2.0,1.09516213,0.21399633,401.4646089146977,
PVAP_(2s)-heptanethiol.tab,(2s)-heptanethiol,15.37128646,4094.27805211,-49.83948398,80.83934606,-10505.30993685,0.0,0.0,-8.8236734,315980.0,-2.0,0.84906586,0.25868001,430.5979549458279,
"PVAP_(2s)-n,n-dimethylpentan-2-amine.tab","(2s)-n,n-dimethylpentan-2-amine",14.77108003,3359.92070571,-47.60291684,69.98094042,-8795.83920731,0.0,0.0,-7.43718782,289530.0,-2.0,0.73745195,0.25943763,378.5400270500047,
PVAP_(2s)-n-methylpentan-2-amine.tab,(2s)-n-methylpentan-2-amine,14.47436142,3170.91994929,-56.22949773,61.96654818,-7729.22785136,0.0,0.0,-6.41357095,166060.0,-2.0,0.74595786,0.22525528,377.9534081803312,
"PVAP_(2s,3r)-3-mercapto-2-methyl-pentane-1-ol.tab","(2s,3r)-3-mercapto-2-methyl-pentane-1-ol",14.40341526,3695.08043034,-95.19214802,39.24031443,-4671.53617384,0.0,0.0,-3.55641579,-634590.0,-2.0,0.96947564,0.22993069,472.8160041413223,
"PVAP_(2s,3s)-1,1,1-trifluoro-2,3-dimethylpentane.tab","(2s,3s)-1,1,1-trifluoro-2,3-dimethylpentane",14.27734685,2958.96494434,-48.11275054,60.78925626,-7523.91775386,0.0,0.0,-6.26753626,231150.0,-2.0,0.96969915,0.26401169,354.4551000945001,
"PVAP_(2s,3s)-3-chlorobutan-2-amine.tab","(2s,3s)-3-chlorobutan-2-amine",14.37875982,3515.91661097,-60.31012483,58.83485456,-7661.57808917,0.0,0.0,-6.02029687,67538.28152418,-2.0,0.99207371,0.18007226,420.5317358264549,
"PVAP_(2s,3s)-3-fluorobutan-2-amine.tab","(2s,3s)-3-fluorobutan-2-amine",13.89091064,2947.15577901,-61.75878562,50.2461468,-6306.57831555,0.0,0.0,-4.92758061,36000.35754891,-2.0,0.90470528,0.16726013,379.5944455909441,
"PVAP_(2s,3s)-3-mercapto-2-methyl-pentane-1-ol.tab","(2s,3s)-3-mercapto-2-methyl-pentane-1-ol",14.31507034,3597.88055114,-99.64910719,33.22805977,-3776.54177504,0.0,0.0,-2.79024446,-756210.0,-2.0,0.96045443,0.23209035,470.6894364261211,
"PVAP_(3,3,3-trifluoropropyl)methyldichlorosilane.tab","(3,3,3-trifluoropropyl)methyldichlorosilane",15.24050552,3638.28408589,-55.05377036,74.4690227,-9370.65049486,0.0,0.0,-7.99204947,246390.0,-2.0,1.33587087,0.2623879,397.57166282775097,
PVAP_(3-chloropropyl)dimethylchlorosilane.tab,(3-chloropropyl)dimethylchlorosilane,15.868701,4384.9632445,-54.7537784,85.6887839,-11141.05478584,0.0,0.0,-9.42131095,285620.0,-2.0,1.06326232,0.26727801,444.5155454585981,
PVAP_(3-chloropropyl)trimethylsilane.tab,(3-chloropropyl)trimethylsilane,15.67708391,3891.17156932,-52.81938662,83.15327166,-10480.44051324,0.0,0.0,-9.09690713,324250.0,-2.0,0.86862047,0.28813595,404.6829616014102,
PVAP_(3-methylpentyl)amine.tab,(3-methylpentyl)amine,14.37635537,3170.80476202,-68.54898295,57.64407374,-7091.09606969,0.0,0.0,-5.87552278,16158.0171178,-2.0,0.77127684,0.21786075,393.49236777208296,
