Temperature (°C),Phase 1 x(1) input,Phase 1 x(2) input,Phase 1 x(3) input,Phase 2 x(1) input,Phase 2 x(2) input,Phase 2 x(3) input,Compound 1,Compound 2,Compound 3,Phase 1 x(1) output,Phase 1 x(2) output,Phase 1 x(3) output,Phase 2 x(1) output,Phase 2 x(2) output,Phase 2 x(3) output
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-heptanone,lacticacid,0.99684711,0.00108265,0.00207024,0.07690657,0.92104305,0.00205038
20.0,0.9897,0,0.0103,0,1.0,0,h2o,3-heptanone,lacticacid,0.9935766,0.00114949,0.00527391,0.07922923,0.91552655,0.00524422
20.0,0.9787,0,0.0213,0,1.0,0,h2o,3-heptanone,lacticacid,0.98783466,0.00127416,0.01089119,0.08336902,0.90572062,0.01091036
20.0,0.9669,0,0.0331,0,1.0,0,h2o,3-heptanone,lacticacid,0.98169892,0.00141813,0.01688296,0.0878997,0.89504366,0.01705664
20.0,0.9543,0,0.0457,0,1.0,0,h2o,3-heptanone,lacticacid,0.97513098,0.00158518,0.02328384,0.0928889,0.88335909,0.02375201
20.0,0.9407,0,0.0593,0,1.0,0,h2o,3-heptanone,lacticacid,0.96808753,0.00178001,0.03013246,0.09841564,0.87050587,0.0310785
30.0,0.999,0,0.0010033,0,1.0,0,h2o,3-heptanone,lacticacid,0.99864885,0.0008796,0.00047155,0.08056148,0.91889543,0.00054309
30.0,0.998,0,0.0020129,0,1.0,0,h2o,3-heptanone,lacticacid,0.99816582,0.00088805,0.00094613,0.08095785,0.91795215,0.00109
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-heptanone,lacticacid,0.9971902,0.00090529,0.0019045,0.08175976,0.91604474,0.0021955
30.0,0.9897,0,0.0103,0,1.0,0,h2o,3-heptanone,lacticacid,0.99418496,0.00095997,0.00485507,0.08424897,0.91014201,0.00560902
30.0,0.9787,0,0.0213,0,1.0,0,h2o,3-heptanone,lacticacid,0.98889936,0.00106206,0.01003858,0.0886743,0.89967946,0.01164624
30.0,0.9669,0,0.0331,0,1.0,0,h2o,3-heptanone,lacticacid,0.98323776,0.00118014,0.0155821,0.09350032,0.88833078,0.01816891
30.0,0.9543,0,0.0457,0,1.0,0,h2o,3-heptanone,lacticacid,0.97716133,0.00131744,0.02152123,0.09879255,0.87596316,0.02524428
30.0,0.9407,0,0.0593,0,1.0,0,h2o,3-heptanone,lacticacid,0.9706256,0.00147798,0.02789642,0.104627,0.86242132,0.03295168
40.0,0.999,0,0.0010033,0,1.0,0,h2o,3-heptanone,lacticacid,0.99879567,0.00076739,0.00043694,0.08588092,0.91354619,0.00057288
40.0,0.998,0,0.0020129,0,1.0,0,h2o,3-heptanone,lacticacid,0.99834865,0.00077458,0.00087677,0.0863002,0.91255015,0.00114965
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-heptanone,lacticacid,0.99744558,0.00078924,0.00176518,0.08715412,0.91053082,0.00231506
40.0,0.9897,0,0.0103,0,1.0,0,h2o,3-heptanone,lacticacid,0.99466136,0.0008358,0.00450284,0.08977851,0.90431212,0.00590937
40.0,0.9787,0,0.0213,0,1.0,0,h2o,3-heptanone,lacticacid,0.98975655,0.00092276,0.0093207,0.09444619,0.89330181,0.012252
40.0,0.9669,0,0.0331,0,1.0,0,h2o,3-heptanone,lacticacid,0.98449099,0.00102345,0.01448556,0.09952315,0.88139254,0.01908431
40.0,0.9543,0,0.0457,0,1.0,0,h2o,3-heptanone,lacticacid,0.97882531,0.00114073,0.02003397,0.10507313,0.8684547,0.02647217
40.0,0.9407,0,0.0593,0,1.0,0,h2o,3-heptanone,lacticacid,0.97271386,0.00127817,0.02600797,0.11117011,0.8543372,0.03449269
20.0,0.999,0,0.0010033,0,1.0,0,h2o,3-hexanol,lacticacid,0.99709519,0.00248283,0.00042198,0.36829411,0.63106786,0.00063803
20.0,0.998,0,0.0020129,0,1.0,0,h2o,3-hexanol,lacticacid,0.99665156,0.0025012,0.00084724,0.36868363,0.63003574,0.00128064
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-hexanol,lacticacid,0.99575355,0.00253867,0.00170778,0.369469,0.62795125,0.00257975
20.0,0.9897,0,0.0103,0,1.0,0,h2o,3-hexanol,lacticacid,0.99296999,0.00265735,0.00437266,0.3718771,0.62153127,0.00659163
20.0,0.9787,0,0.0213,0,1.0,0,h2o,3-hexanol,lacticacid,0.98800722,0.00287849,0.00911429,0.37608946,0.61022611,0.01368443
20.0,0.9669,0,0.0331,0,1.0,0,h2o,3-hexanol,lacticacid,0.98258688,0.00313461,0.01427851,0.38054358,0.59812358,0.02133284
20.0,0.9543,0,0.0457,0,1.0,0,h2o,3-hexanol,lacticacid,0.97663663,0.00343386,0.0199295,0.38527325,0.5851272,0.02959955
20.0,0.9407,0,0.0593,0,1.0,0,h2o,3-hexanol,lacticacid,0.97006854,0.0037869,0.02614456,0.39031991,0.57112302,0.03855708
30.0,0.999,0,0.0010033,0,1.0,0,h2o,3-hexanol,lacticacid,0.99746591,0.0021565,0.00037759,0.35328391,0.64607112,0.00064497
30.0,0.998,0,0.0020129,0,1.0,0,h2o,3-hexanol,lacticacid,0.99707029,0.00217144,0.00075827,0.35365967,0.64504583,0.0012945
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-hexanol,lacticacid,0.99626905,0.00220193,0.00152902,0.35441731,0.64297526,0.00260743
30.0,0.9897,0,0.0103,0,1.0,0,h2o,3-hexanol,lacticacid,0.9937819,0.00229852,0.00391958,0.35674058,0.63659894,0.00666048
30.0,0.9787,0,0.0213,0,1.0,0,h2o,3-hexanol,lacticacid,0.98933418,0.00247868,0.00818714,0.36079936,0.62538005,0.01382059
30.0,0.9669,0,0.0331,0,1.0,0,h2o,3-hexanol,lacticacid,0.98445779,0.00268748,0.01285472,0.36511004,0.61335537,0.0215346
30.0,0.9543,0,0.0457,0,1.0,0,h2o,3-hexanol,lacticacid,0.97908206,0.0029319,0.01798604,0.36968751,0.60044844,0.02986406
30.0,0.9407,0,0.0593,0,1.0,0,h2o,3-hexanol,lacticacid,0.97312118,0.00322095,0.02365787,0.37457565,0.58654412,0.03888023
40.0,0.999,0,0.0010033,0,1.0,0,h2o,3-hexanol,lacticacid,0.99772734,0.00193046,0.00034221,0.34318075,0.6561678,0.00065145
40.0,0.998,0,0.0020129,0,1.0,0,h2o,3-hexanol,lacticacid,0.99736964,0.00194307,0.0006873,0.34355169,0.65514084,0.00130746
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-hexanol,lacticacid,0.99664491,0.0019688,0.00138629,0.34429944,0.6530672,0.00263337
40.0,0.9897,0,0.0103,0,1.0,0,h2o,3-hexanol,lacticacid,0.99439289,0.00205032,0.00355679,0.34659132,0.64668321,0.00672548
40.0,0.9787,0,0.0213,0,1.0,0,h2o,3-hexanol,lacticacid,0.99035655,0.00220242,0.00744103,0.35059229,0.63545665,0.01395106
40.0,0.9669,0,0.0331,0,1.0,0,h2o,3-hexanol,lacticacid,0.98591726,0.00237888,0.01170386,0.35483246,0.62343675,0.02173079
40.0,0.9543,0,0.0457,0,1.0,0,h2o,3-hexanol,lacticacid,0.98100683,0.0025856,0.01640757,0.35934148,0.61053225,0.03012627
40.0,0.9407,0,0.0593,0,1.0,0,h2o,3-hexanol,lacticacid,0.97554172,0.00283038,0.02162789,0.36416448,0.59662718,0.03920834
20.0,0.999,0,0.0010033,0,1.0,0,h2o,3-hexanone,lacticacid,0.99554685,0.0039997,0.00045345,0.09354521,0.90589498,0.00055981
20.0,0.998,0,0.0020129,0,1.0,0,h2o,3-hexanone,lacticacid,0.99506099,0.00402982,0.00090919,0.09413436,0.90474157,0.00112406
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-hexanone,lacticacid,0.99408137,0.00409102,0.00182761,0.09532901,0.90240486,0.00226613
20.0,0.9897,0,0.0103,0,1.0,0,h2o,3-hexanone,lacticacid,0.9910779,0.00428264,0.00463946,0.09905673,0.89513839,0.00580488
20.0,0.9787,0,0.0213,0,1.0,0,h2o,3-hexanone,lacticacid,0.98584543,0.0046313,0.00952327,0.1057629,0.88213153,0.01210556
20.0,0.9669,0,0.0331,0,1.0,0,h2o,3-hexanone,lacticacid,0.98030779,0.00502135,0.01467086,0.11316873,0.86786636,0.01896491
20.0,0.9543,0,0.0457,0,1.0,0,h2o,3-hexanone,lacticacid,0.97443593,0.00545931,0.02010476,0.12137953,0.85216587,0.0264546
20.0,0.9407,0,0.0593,0,1.0,0,h2o,3-hexanone,lacticacid,0.9681925,0.00595357,0.02585393,0.13049557,0.83485038,0.03465404
30.0,0.999,0,0.0010033,0,1.0,0,h2o,3-hexanone,lacticacid,0.99633973,0.00324832,0.00041196,0.10004038,0.89936509,0.00059453
30.0,0.998,0,0.0020129,0,1.0,0,h2o,3-hexanone,lacticacid,0.99590204,0.0032719,0.00082606,0.10066087,0.89814562,0.00119351
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-hexanone,lacticacid,0.9950194,0.00331983,0.00166076,0.10191805,0.89567691,0.00240504
30.0,0.9897,0,0.0103,0,1.0,0,h2o,3-hexanone,lacticacid,0.99231212,0.00346989,0.004218,0.10583165,0.88801633,0.00615202
30.0,0.9787,0,0.0213,0,1.0,0,h2o,3-hexanone,lacticacid,0.98759074,0.00374289,0.00866637,0.11283847,0.87436344,0.01279809
30.0,0.9669,0,0.0331,0,1.0,0,h2o,3-hexanone,lacticacid,0.98258566,0.00404842,0.01336592,0.12052696,0.85947501,0.01999803
30.0,0.9543,0,0.0457,0,1.0,0,h2o,3-hexanone,lacticacid,0.97726692,0.00439182,0.01834126,0.1289938,0.84318667,0.02781953
30.0,0.9407,0,0.0593,0,1.0,0,h2o,3-hexanone,lacticacid,0.97159551,0.00478015,0.02362434,0.13832759,0.82533522,0.0363372
40.0,0.999,0,0.0010033,0,1.0,0,h2o,3-hexanone,lacticacid,0.99686193,0.00276009,0.00037798,0.10708405,0.89229406,0.00062189
40.0,0.998,0,0.0020129,0,1.0,0,h2o,3-hexanone,lacticacid,0.99646256,0.00277944,0.000758,0.10772823,0.89102356,0.00124822
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-hexanone,lacticacid,0.99565703,0.00281877,0.00152419,0.10903253,0.8884531,0.00251437
40.0,0.9897,0,0.0103,0,1.0,0,h2o,3-hexanone,lacticacid,0.99318486,0.0029419,0.00387324,0.11308533,0.88049005,0.00642462
40.0,0.9787,0,0.0213,0,1.0,0,h2o,3-hexanone,lacticacid,0.98886785,0.00316596,0.00796618,0.12031355,0.86634664,0.01333981
40.0,0.9669,0,0.0331,0,1.0,0,h2o,3-hexanone,lacticacid,0.98428235,0.00341691,0.01230074,0.12820609,0.85099072,0.02080319
40.0,0.9543,0,0.0457,0,1.0,0,h2o,3-hexanone,lacticacid,0.97939704,0.00369942,0.01690354,0.13684863,0.83427198,0.02887938
40.0,0.9407,0,0.0593,0,1.0,0,h2o,3-hexanone,lacticacid,0.97417425,0.0040193,0.02180645,0.14634916,0.81600926,0.03764159
20.0,0.999,0,0.0010033,0,1.0,0,h2o,3-nonanone,lacticacid,0.99925564,5.8613e-05,0.00068575,0.03084299,0.9688242,0.00033281
20.0,0.998,0,0.0020129,0,1.0,0,h2o,3-nonanone,lacticacid,0.99856408,5.9638e-05,0.00137628,0.03096574,0.96836648,0.00066778
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-nonanone,lacticacid,0.99716638,6.1751e-05,0.00277187,0.03121329,0.96744242,0.00134429
20.0,0.9897,0,0.0103,0,1.0,0,h2o,3-nonanone,lacticacid,0.99285317,6.8654e-05,0.00707817,0.0319728,0.96459866,0.00342854
20.0,0.9787,0,0.0213,0,1.0,0,h2o,3-nonanone,lacticacid,0.98524059,8.2322e-05,0.01467709,0.03330506,0.95959477,0.00710016
20.0,0.9669,0,0.0331,0,1.0,0,h2o,3-nonanone,lacticacid,0.97704938,9.9357e-05,0.02285126,0.03472229,0.95422926,0.01104846
20.0,0.9543,0,0.0457,0,1.0,0,h2o,3-nonanone,lacticacid,0.96821535,0.00012074,0.03166391,0.03623495,0.94845266,0.01531239
20.0,0.9407,0,0.0593,0,1.0,0,h2o,3-nonanone,lacticacid,0.95866714,0.00014778,0.04118508,0.03786643,0.94219213,0.01994144
30.0,0.999,0,0.0010033,0,1.0,0,h2o,3-nonanone,lacticacid,0.9993043,5.1473e-05,0.00064423,0.0341989,0.96542752,0.00037358
30.0,0.998,0,0.0020129,0,1.0,0,h2o,3-nonanone,lacticacid,0.99865448,5.2367e-05,0.00129315,0.03434352,0.96490707,0.00074941
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-nonanone,lacticacid,0.9973405,5.4211e-05,0.00260529,0.03463499,0.96385706,0.00150795
30.0,0.9897,0,0.0103,0,1.0,0,h2o,3-nonanone,lacticacid,0.9932807,6.0239e-05,0.00665906,0.03553291,0.96062609,0.003841
30.0,0.9787,0,0.0213,0,1.0,0,h2o,3-nonanone,lacticacid,0.98609584,7.2214e-05,0.01383195,0.03708853,0.95497683,0.00793464
30.0,0.9669,0,0.0331,0,1.0,0,h2o,3-nonanone,lacticacid,0.97833883,8.7195e-05,0.02157397,0.03874088,0.94894414,0.01231498
30.0,0.9543,0,0.0457,0,1.0,0,h2o,3-nonanone,lacticacid,0.96994327,0.00010609,0.02995063,0.04049583,0.94248405,0.01702012
30.0,0.9407,0,0.0593,0,1.0,0,h2o,3-nonanone,lacticacid,0.96083621,0.00013012,0.03903367,0.04238097,0.93551957,0.02209946
40.0,0.999,0,0.0010033,0,1.0,0,h2o,3-nonanone,lacticacid,0.99934622,4.7146e-05,0.00060664,0.03801064,0.96157903,0.00041033
40.0,0.998,0,0.0020129,0,1.0,0,h2o,3-nonanone,lacticacid,0.99873417,4.7954e-05,0.00121788,0.03817665,0.96100033,0.00082302
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-nonanone,lacticacid,0.99749602,4.9621e-05,0.00245435,0.03851111,0.95983331,0.00165558
40.0,0.9897,0,0.0103,0,1.0,0,h2o,3-nonanone,lacticacid,0.9936657,5.5076e-05,0.00627922,0.03953454,0.95625258,0.00421288
40.0,0.9787,0,0.0213,0,1.0,0,h2o,3-nonanone,lacticacid,0.98687059,6.5926e-05,0.01306349,0.04131598,0.94999514,0.00868888
40.0,0.9669,0,0.0331,0,1.0,0,h2o,3-nonanone,lacticacid,0.9795096,7.9543e-05,0.02041085,0.04319435,0.94334517,0.01346049
40.0,0.9543,0,0.0457,0,1.0,0,h2o,3-nonanone,lacticacid,0.97151663,9.6771e-05,0.02838659,0.04519308,0.93623935,0.01856757
40.0,0.9407,0,0.0593,0,1.0,0,h2o,3-nonanone,lacticacid,0.96281374,0.00011877,0.03706748,0.04732497,0.92861909,0.02405594
20.0,0.999,0,0.0010033,0,1.0,0,h2o,3-octanol,lacticacid,0.99927006,0.00016943,0.00056051,0.23050425,0.76896995,0.0005258
20.0,0.998,0,0.0020129,0,1.0,0,h2o,3-octanol,lacticacid,0.998703,0.00017168,0.00112532,0.2306766,0.76826816,0.00105524
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-octanol,lacticacid,0.99755564,0.0001763,0.00226806,0.23102361,0.76685123,0.00212516
20.0,0.9897,0,0.0103,0,1.0,0,h2o,3-octanol,lacticacid,0.9940042,0.0001912,0.0058046,0.23208902,0.76248467,0.00542631
20.0,0.9787,0,0.0213,0,1.0,0,h2o,3-octanol,lacticacid,0.98769426,0.00022007,0.01208567,0.233921,0.75482641,0.0112526
20.0,0.9669,0,0.0331,0,1.0,0,h2o,3-octanol,lacticacid,0.9808441,0.0002551,0.0189008,0.23584261,0.74663231,0.01752508
20.0,0.9543,0,0.0457,0,1.0,0,h2o,3-octanol,lacticacid,0.97338474,0.00029796,0.0263173,0.23784975,0.73785343,0.02429682
20.0,0.9407,0,0.0593,0,1.0,0,h2o,3-octanol,lacticacid,0.96523692,0.00035084,0.03441224,0.23995716,0.72841165,0.03163119
30.0,0.999,0,0.0010033,0,1.0,0,h2o,3-octanol,lacticacid,0.99933837,0.00015326,0.00050837,0.22439594,0.77505121,0.00055285
30.0,0.998,0,0.0020129,0,1.0,0,h2o,3-octanol,lacticacid,0.99882395,0.00015519,0.00102086,0.22459027,0.7743003,0.00110943
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-octanol,lacticacid,0.99778249,0.00015916,0.00205835,0.22498139,0.77278469,0.00223392
30.0,0.9897,0,0.0103,0,1.0,0,h2o,3-octanol,lacticacid,0.99455339,0.00017196,0.00527465,0.22617466,0.76812457,0.00570077
30.0,0.9787,0,0.0213,0,1.0,0,h2o,3-octanol,lacticacid,0.98879632,0.00019674,0.01100694,0.22823798,0.75995204,0.01180998
30.0,0.9669,0,0.0331,0,1.0,0,h2o,3-octanol,lacticacid,0.98251656,0.00022684,0.01725659,0.23038309,0.75124518,0.01837174
30.0,0.9543,0,0.0457,0,1.0,0,h2o,3-octanol,lacticacid,0.97564405,0.00026372,0.02409222,0.23262807,0.74193393,0.025438
30.0,0.9407,0,0.0593,0,1.0,0,h2o,3-octanol,lacticacid,0.96809542,0.00030937,0.03159521,0.23496986,0.73196194,0.0330682
40.0,0.999,0,0.0010033,0,1.0,0,h2o,3-octanol,lacticacid,0.99939114,0.00014297,0.00046589,0.22014253,0.77928217,0.0005753
40.0,0.998,0,0.0020129,0,1.0,0,h2o,3-octanol,lacticacid,0.99891963,0.00014469,0.00093569,0.22035668,0.77848889,0.00115443
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-octanol,lacticacid,0.9979646,0.00014821,0.00188719,0.22078764,0.77688806,0.0023243
40.0,0.9897,0,0.0103,0,1.0,0,h2o,3-octanol,lacticacid,0.99499975,0.00015958,0.00484067,0.22210213,0.77196824,0.00592963
40.0,0.9787,0,0.0213,0,1.0,0,h2o,3-octanol,lacticacid,0.98969951,0.00018159,0.0101189,0.22437274,0.76335008,0.01227718
40.0,0.9669,0,0.0331,0,1.0,0,h2o,3-octanol,lacticacid,0.98389653,0.00020832,0.01589515,0.2267322,0.75418171,0.01908609
40.0,0.9543,0,0.0457,0,1.0,0,h2o,3-octanol,lacticacid,0.97751931,0.00024109,0.0222396,0.22919705,0.74439602,0.02640694
40.0,0.9407,0,0.0593,0,1.0,0,h2o,3-octanol,lacticacid,0.97048224,0.00028173,0.02923604,0.2317649,0.73393793,0.03429717
20.0,0.999,0,0.0010033,0,1.0,0,h2o,3-octanone,lacticacid,0.99914966,0.00025449,0.00059585,0.05337638,0.94619712,0.0004265
20.0,0.998,0,0.0020129,0,1.0,0,h2o,3-octanone,lacticacid,0.99854638,0.00025785,0.00119577,0.05360063,0.94554342,0.00085595
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-octanone,lacticacid,0.99732727,0.00026474,0.00240799,0.0540536,0.94422256,0.00172384
20.0,0.9897,0,0.0103,0,1.0,0,h2o,3-octanone,lacticacid,0.99356679,0.00028689,0.00614631,0.05544977,0.94014789,0.00440234
20.0,0.9787,0,0.0213,0,1.0,0,h2o,3-octanone,lacticacid,0.9869359,0.00032939,0.0127347,0.05791806,0.93294504,0.0091369
20.0,0.9669,0,0.0331,0,1.0,0,h2o,3-octanone,lacticacid,0.97981045,0.00038029,0.01980926,0.0605797,0.92516977,0.01425053
20.0,0.9543,0,0.0457,0,1.0,0,h2o,3-octanone,lacticacid,0.97213785,0.00044163,0.02742052,0.06346505,0.91673646,0.01979848
20.0,0.9407,0,0.0593,0,1.0,0,h2o,3-octanone,lacticacid,0.96386099,0.00051598,0.03562303,0.06662622,0.90752355,0.02585023
30.0,0.999,0,0.0010033,0,1.0,0,h2o,3-octanone,lacticacid,0.99922816,0.00021859,0.00055324,0.05760017,0.94193354,0.00046629
30.0,0.998,0,0.0020129,0,1.0,0,h2o,3-octanone,lacticacid,0.99866813,0.00022143,0.00111043,0.05785016,0.94121421,0.00093563
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-octanone,lacticacid,0.99753594,0.00022726,0.0022368,0.05835493,0.93976146,0.00188361
30.0,0.9897,0,0.0103,0,1.0,0,h2o,3-octanone,lacticacid,0.99403965,0.00024602,0.00571433,0.05991402,0.93528098,0.004805
30.0,0.9787,0,0.0213,0,1.0,0,h2o,3-octanone,lacticacid,0.98785926,0.00028208,0.01185865,0.06265054,0.92739742,0.00995205
30.0,0.9669,0,0.0331,0,1.0,0,h2o,3-octanone,lacticacid,0.98119745,0.00032539,0.01847717,0.06559854,0.91891296,0.0154885
30.0,0.9543,0,0.0457,0,1.0,0,h2o,3-octanone,lacticacid,0.97400141,0.00037773,0.02562086,0.06878921,0.90974094,0.02146985
30.0,0.9407,0,0.0593,0,1.0,0,h2o,3-octanone,lacticacid,0.96621066,0.00044147,0.03334786,0.07226106,0.89977643,0.02796251
40.0,0.999,0,0.0010033,0,1.0,0,h2o,3-octanone,lacticacid,0.99928811,0.00019561,0.00051628,0.06229293,0.93720663,0.00050044
40.0,0.998,0,0.0020129,0,1.0,0,h2o,3-octanone,lacticacid,0.99876552,0.0001981,0.00103638,0.06256593,0.93643004,0.00100402
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,3-octanone,lacticacid,0.99770861,0.00020321,0.00208818,0.06311706,0.93486216,0.00202078
40.0,0.9897,0,0.0103,0,1.0,0,h2o,3-octanone,lacticacid,0.9944414,0.00021968,0.00533892,0.06481876,0.93003044,0.0051508
40.0,0.9787,0,0.0213,0,1.0,0,h2o,3-octanone,lacticacid,0.98865336,0.00025139,0.01109526,0.06780178,0.92154496,0.01065326
40.0,0.9669,0,0.0331,0,1.0,0,h2o,3-octanone,lacticacid,0.98239673,0.00028952,0.01731374,0.0710106,0.91243462,0.01655478
40.0,0.9543,0,0.0457,0,1.0,0,h2o,3-octanone,lacticacid,0.97561792,0.00033574,0.02404635,0.07447615,0.90261335,0.02291051
40.0,0.9407,0,0.0593,0,1.0,0,h2o,3-octanone,lacticacid,0.9682557,0.00039217,0.03135213,0.0782411,0.89197228,0.02978662
20.0,0.999,0,0.0010033,0,1.0,0,h2o,4-decanol,lacticacid,0.99932626,1.1435e-05,0.0006623,0.15626544,0.84331618,0.00041837
20.0,0.998,0,0.0020129,0,1.0,0,h2o,4-decanol,lacticacid,0.99865862,1.1665e-05,0.00132972,0.15634817,0.84281248,0.00083936
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-decanol,lacticacid,0.99730775,1.2143e-05,0.00268011,0.15651432,0.84179643,0.00168925
20.0,0.9897,0,0.0103,0,1.0,0,h2o,4-decanol,lacticacid,0.9931265,1.3724e-05,0.00685977,0.1570182,0.83867743,0.00430437
20.0,0.9787,0,0.0213,0,1.0,0,h2o,4-decanol,lacticacid,0.9857001,1.6947e-05,0.01428295,0.15787637,0.83322808,0.00889555
20.0,0.9669,0,0.0331,0,1.0,0,h2o,4-decanol,lacticacid,0.97764487,2.1117e-05,0.02233402,0.1587619,0.82743082,0.01380727
20.0,0.9543,0,0.0457,0,1.0,0,h2o,4-decanol,lacticacid,0.96888617,2.6564e-05,0.03108727,0.15966546,0.82125587,0.01907867
20.0,0.9407,0,0.0593,0,1.0,0,h2o,4-decanol,lacticacid,0.95933984,3.3746e-05,0.04062642,0.16059378,0.81464816,0.02475806
30.0,0.999,0,0.0010033,0,1.0,0,h2o,4-decanol,lacticacid,0.99937853,1.0734e-05,0.00061074,0.15335402,0.84619188,0.00045411
30.0,0.998,0,0.0020129,0,1.0,0,h2o,4-decanol,lacticacid,0.9987626,1.0942e-05,0.00122646,0.15346057,0.8456285,0.00091093
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-decanol,lacticacid,0.99751557,1.1373e-05,0.00247306,0.15367462,0.84449252,0.00183286
30.0,0.9897,0,0.0103,0,1.0,0,h2o,4-decanol,lacticacid,0.99364879,1.2798e-05,0.00633841,0.15432413,0.84100913,0.00466674
30.0,0.9787,0,0.0213,0,1.0,0,h2o,4-decanol,lacticacid,0.98675551,1.5703e-05,0.01322878,0.15543097,0.83493814,0.00963089
30.0,0.9669,0,0.0331,0,1.0,0,h2o,4-decanol,lacticacid,0.97924255,1.9462e-05,0.02073799,0.15657255,0.82850257,0.01492488
30.0,0.9543,0,0.0457,0,1.0,0,h2o,4-decanol,lacticacid,0.97103213,2.4379e-05,0.02894349,0.15773892,0.82167511,0.02058597
30.0,0.9407,0,0.0593,0,1.0,0,h2o,4-decanol,lacticacid,0.96203622,3.088e-05,0.0379329,0.15893645,0.81440352,0.02666003
40.0,0.999,0,0.0010033,0,1.0,0,h2o,4-decanol,lacticacid,0.99942247,1.0417e-05,0.00056712,0.15158485,0.84793049,0.00048465
40.0,0.998,0,0.0020129,0,1.0,0,h2o,4-decanol,lacticacid,0.99885033,1.0611e-05,0.00113906,0.15171188,0.84731596,0.00097215
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-decanol,lacticacid,0.99769133,1.1013e-05,0.00229765,0.15196713,0.84607708,0.00195579
40.0,0.9897,0,0.0103,0,1.0,0,h2o,4-decanol,lacticacid,0.99409227,1.2343e-05,0.00589539,0.15274227,0.84227997,0.00497776
40.0,0.9787,0,0.0213,0,1.0,0,h2o,4-decanol,lacticacid,0.98765637,1.5049e-05,0.01232858,0.15406496,0.8356702,0.01026484
40.0,0.9669,0,0.0331,0,1.0,0,h2o,4-decanol,lacticacid,0.98061305,1.8549e-05,0.0193684,0.15543065,0.82867662,0.01589273
40.0,0.9543,0,0.0457,0,1.0,0,h2o,4-decanol,lacticacid,0.97288172,2.3131e-05,0.02709515,0.15682831,0.82127459,0.0218971
40.0,0.9407,0,0.0593,0,1.0,0,h2o,4-decanol,lacticacid,0.9643707,2.9197e-05,0.0356001,0.15826443,0.81341394,0.02832163
20.0,0.999,0,0.0010033,0,1.0,0,h2o,4-decanone,lacticacid,0.99924604,1.3911e-05,0.00074005,0.02431325,0.97540932,0.00027743
20.0,0.998,0,0.0020129,0,1.0,0,h2o,4-decanone,lacticacid,0.99850043,1.4208e-05,0.00148536,0.02439813,0.97504539,0.00055647
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-decanone,lacticacid,0.9969932,1.4824e-05,0.00299198,0.02456919,0.97431128,0.00111953
20.0,0.9897,0,0.0103,0,1.0,0,h2o,4-decanone,lacticacid,0.99233991,1.6867e-05,0.00764322,0.025093,0.97205679,0.00285021
20.0,0.9787,0,0.0213,0,1.0,0,h2o,4-decanone,lacticacid,0.98412077,2.1034e-05,0.0158582,0.02600858,0.96810547,0.00588594
20.0,0.9669,0,0.0331,0,1.0,0,h2o,4-decanone,lacticacid,0.9752697,2.6425e-05,0.02470387,0.02697254,0.96389333,0.00913413
20.0,0.9543,0,0.0457,0,1.0,0,h2o,4-decanone,lacticacid,0.96571977,3.3449e-05,0.03424679,0.0279986,0.95937352,0.01262788
20.0,0.9407,0,0.0593,0,1.0,0,h2o,4-decanone,lacticacid,0.95539109,4.2677e-05,0.04456623,0.02908735,0.95450901,0.01640364
30.0,0.999,0,0.0010033,0,1.0,0,h2o,4-decanone,lacticacid,0.99928494,1.2387e-05,0.00070267,0.02681706,0.97286836,0.00031458
30.0,0.998,0,0.0020129,0,1.0,0,h2o,4-decanone,lacticacid,0.99857677,1.2651e-05,0.00141058,0.02691919,0.97244997,0.00063084
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-decanone,lacticacid,0.99714451,1.3201e-05,0.00284229,0.02712486,0.97160662,0.00126853
30.0,0.9897,0,0.0103,0,1.0,0,h2o,4-decanone,lacticacid,0.99271703,1.5024e-05,0.00726794,0.02775778,0.96901729,0.00322493
30.0,0.9787,0,0.0213,0,1.0,0,h2o,4-decanone,lacticacid,0.98487527,1.876e-05,0.01510597,0.02884726,0.96451123,0.00664151
