Temperature (°C),Phase 1 x(1) input,Phase 1 x(2) input,Phase 1 x(3) input,Phase 2 x(1) input,Phase 2 x(2) input,Phase 2 x(3) input,Compound 1,COSMO_name,Compound 3,Phase 1 x(1) output,Phase 1 x(2) output,Phase 1 x(3) output,Phase 2 x(1) output,Phase 2 x(2) output,Phase 2 x(3) output,SMILES,KV
40.0,0.9787,0,0.0213,0,1.0,0,h2o,4-decanol,lacticacid,0.98765637,1.5049e-05,0.01232858,0.15406496,0.8356702,0.01026484,CCCCCCC(O)CCC,0.8326052148747058
40.0,0.9669,0,0.0331,0,1.0,0,h2o,4-decanol,lacticacid,0.98061305,1.8549e-05,0.0193684,0.15543065,0.82867662,0.01589273,CCCCCCC(O)CCC,0.8205494516841866
40.0,0.9543,0,0.0457,0,1.0,0,h2o,4-decanol,lacticacid,0.97288172,2.3131e-05,0.02709515,0.15682831,0.82127459,0.0218971,CCCCCCC(O)CCC,0.8081557031424443
40.0,0.9407,0,0.0593,0,1.0,0,h2o,4-decanol,lacticacid,0.9643707,2.9197e-05,0.0356001,0.15826443,0.81341394,0.02832163,CCCCCCC(O)CCC,0.7955491698057028
20.0,0.999,0,0.0010033,0,1.0,0,h2o,4-decanone,lacticacid,0.99924604,1.3911e-05,0.00074005,0.02431325,0.97540932,0.00027743,CCCCCCC(CCC)=O,0.3748800756705628
20.0,0.998,0,0.0020129,0,1.0,0,h2o,4-decanone,lacticacid,0.99850043,1.4208e-05,0.00148536,0.02439813,0.97504539,0.00055647,CCCCCCC(CCC)=O,0.374636451769268
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-decanone,lacticacid,0.9969932,1.4824e-05,0.00299198,0.02456919,0.97431128,0.00111953,CCCCCCC(CCC)=O,0.3741769664235724
20.0,0.9897,0,0.0103,0,1.0,0,h2o,4-decanone,lacticacid,0.99233991,1.6867e-05,0.00764322,0.025093,0.97205679,0.00285021,CCCCCCC(CCC)=O,0.3729069685289708
20.0,0.9787,0,0.0213,0,1.0,0,h2o,4-decanone,lacticacid,0.98412077,2.1034e-05,0.0158582,0.02600858,0.96810547,0.00588594,CCCCCCC(CCC)=O,0.37116066136131465
20.0,0.9669,0,0.0331,0,1.0,0,h2o,4-decanone,lacticacid,0.9752697,2.6425e-05,0.02470387,0.02697254,0.96389333,0.00913413,CCCCCCC(CCC)=O,0.3697449023169245
20.0,0.9543,0,0.0457,0,1.0,0,h2o,4-decanone,lacticacid,0.96571977,3.3449e-05,0.03424679,0.0279986,0.95937352,0.01262788,CCCCCCC(CCC)=O,0.36873178478917296
20.0,0.9407,0,0.0593,0,1.0,0,h2o,4-decanone,lacticacid,0.95539109,4.2677e-05,0.04456623,0.02908735,0.95450901,0.01640364,CCCCCCC(CCC)=O,0.3680733147048786
30.0,0.999,0,0.0010033,0,1.0,0,h2o,4-decanone,lacticacid,0.99928494,1.2387e-05,0.00070267,0.02681706,0.97286836,0.00031458,CCCCCCC(CCC)=O,0.4476923733758379
30.0,0.998,0,0.0020129,0,1.0,0,h2o,4-decanone,lacticacid,0.99857677,1.2651e-05,0.00141058,0.02691919,0.97244997,0.00063084,CCCCCCC(CCC)=O,0.4472202923620071
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-decanone,lacticacid,0.99714451,1.3201e-05,0.00284229,0.02712486,0.97160662,0.00126853,CCCCCCC(CCC)=O,0.4463056197643449
30.0,0.9897,0,0.0103,0,1.0,0,h2o,4-decanone,lacticacid,0.99271703,1.5024e-05,0.00726794,0.02775778,0.96901729,0.00322493,CCCCCCC(CCC)=O,0.4437199536594964
30.0,0.9787,0,0.0213,0,1.0,0,h2o,4-decanone,lacticacid,0.98487527,1.876e-05,0.01510597,0.02884726,0.96451123,0.00664151,CCCCCCC(CCC)=O,0.4396612729933927
30.0,0.9669,0,0.0331,0,1.0,0,h2o,4-decanone,lacticacid,0.97640286,2.3616e-05,0.02357353,0.02999491,0.95972755,0.01027754,CCCCCCC(CCC)=O,0.43597798038732427
30.0,0.9543,0,0.0457,0,1.0,0,h2o,4-decanone,lacticacid,0.96722844,2.9983e-05,0.03274158,0.03120017,0.95463689,0.01416294,CCCCCCC(CCC)=O,0.4325673959534024
30.0,0.9407,0,0.0593,0,1.0,0,h2o,4-decanone,lacticacid,0.95727242,3.8402e-05,0.04268918,0.03247793,0.94918577,0.0183363,CCCCCCC(CCC)=O,0.42953038685681005
40.0,0.999,0,0.0010033,0,1.0,0,h2o,4-decanone,lacticacid,0.99932047,1.1524e-05,0.000668,0.0297277,0.96992329,0.00034902,CCCCCCC(CCC)=O,0.5224850299401198
40.0,0.998,0,0.0020129,0,1.0,0,h2o,4-decanone,lacticacid,0.99864704,1.1769e-05,0.00134119,0.0298474,0.96945281,0.0006998,CCCCCCC(CCC)=O,0.5217754382302284
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-decanone,lacticacid,0.99728439,1.2277e-05,0.00270333,0.03008834,0.96850492,0.00140674,CCCCCCC(CCC)=O,0.520373021421728
40.0,0.9897,0,0.0103,0,1.0,0,h2o,4-decanone,lacticacid,0.99306661,1.3966e-05,0.00691942,0.0308236,0.96560391,0.00357249,CCCCCCC(CCC)=O,0.516299053966951
40.0,0.9787,0,0.0213,0,1.0,0,h2o,4-decanone,lacticacid,0.98557706,1.7433e-05,0.0144055,0.03209162,0.96056461,0.00734377,CCCCCCC(CCC)=O,0.5097893165804728
40.0,0.9669,0,0.0331,0,1.0,0,h2o,4-decanone,lacticacid,0.9774583,2.1958e-05,0.02251974,0.03342146,0.9552376,0.01134095,CCCCCCC(CCC)=O,0.5036003968074232
40.0,0.9543,0,0.0457,0,1.0,0,h2o,4-decanone,lacticacid,0.96863692,2.7916e-05,0.03133516,0.03481421,0.94959239,0.01559339,CCCCCCC(CCC)=O,0.497632372070224
40.0,0.9407,0,0.0593,0,1.0,0,h2o,4-decanone,lacticacid,0.95902833,3.5839e-05,0.04093583,0.03627684,0.94358696,0.0201362,CCCCCCC(CCC)=O,0.4918967076030949
20.0,0.999,0,0.0010033,0,1.0,0,h2o,4-heptanol,lacticacid,0.99884943,0.00065956,0.00049102,0.26570424,0.73371835,0.00057742,CCCC(O)CCC,1.1759602460184921
20.0,0.998,0,0.0020129,0,1.0,0,h2o,4-heptanol,lacticacid,0.99834818,0.00066616,0.00098566,0.26600055,0.73284048,0.00115897,CCCC(O)CCC,1.1758314226000852
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-heptanol,lacticacid,0.99733434,0.00067966,0.00198601,0.26659778,0.73106757,0.00233465,CCCC(O)CCC,1.1755479579659722
20.0,0.9897,0,0.0103,0,1.0,0,h2o,4-heptanol,lacticacid,0.99419869,0.0007227,0.00507862,0.26842539,0.72560913,0.00596548,CCCC(O)CCC,1.174626177977482
20.0,0.9787,0,0.0213,0,1.0,0,h2o,4-heptanol,lacticacid,0.98863567,0.00080398,0.01056036,0.27160801,0.71600628,0.01238571,CCCC(O)CCC,1.1728492210492825
20.0,0.9669,0,0.0331,0,1.0,0,h2o,4-heptanol,lacticacid,0.98260398,0.00089955,0.01649647,0.27496507,0.70572281,0.01931213,CCCC(O)CCC,1.1706825763329973
20.0,0.9543,0,0.0457,0,1.0,0,h2o,4-heptanol,lacticacid,0.97603947,0.00101284,0.02294769,0.27850379,0.69469266,0.02680355,CCCC(O)CCC,1.1680282416225771
20.0,0.9407,0,0.0593,0,1.0,0,h2o,4-heptanol,lacticacid,0.96886687,0.00114826,0.02998488,0.28225154,0.68281951,0.03492895,CCCC(O)CCC,1.1648854355928722
30.0,0.999,0,0.0010033,0,1.0,0,h2o,4-heptanol,lacticacid,0.99897262,0.00058377,0.00044361,0.25742703,0.7419752,0.00059777,CCCC(O)CCC,1.3475124546335744
30.0,0.998,0,0.0020129,0,1.0,0,h2o,4-heptanol,lacticacid,0.99852004,0.00058931,0.00089065,0.25773393,0.74106636,0.00119971,CCCC(O)CCC,1.3470049963509798
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-heptanol,lacticacid,0.99760414,0.00060063,0.00179523,0.25835217,0.73923155,0.00241629,CCCC(O)CCC,1.3459501011012518
30.0,0.9897,0,0.0103,0,1.0,0,h2o,4-heptanol,lacticacid,0.99476728,0.00063673,0.00459599,0.26024301,0.73358637,0.00617062,CCCC(O)CCC,1.3426095357039505
30.0,0.9787,0,0.0213,0,1.0,0,h2o,4-heptanol,lacticacid,0.9897186,0.00070492,0.00957647,0.26352424,0.72367701,0.01279875,CCCC(O)CCC,1.336478890447106
30.0,0.9669,0,0.0331,0,1.0,0,h2o,4-heptanol,lacticacid,0.98422122,0.00078521,0.01499357,0.26697224,0.71309344,0.01993432,CCCC(O)CCC,1.3295245895407164
30.0,0.9543,0,0.0457,0,1.0,0,h2o,4-heptanol,lacticacid,0.97820996,0.00088059,0.02090945,0.27059431,0.70177147,0.02763422,CCCC(O)CCC,1.3216139114132606
30.0,0.9407,0,0.0593,0,1.0,0,h2o,4-heptanol,lacticacid,0.97160792,0.00099492,0.02739716,0.2744178,0.6896174,0.0359648,CCCC(O)CCC,1.3127200045552165
40.0,0.999,0,0.0010033,0,1.0,0,h2o,4-heptanol,lacticacid,0.99906191,0.0005328,0.00040529,0.25189356,0.74749168,0.00061476,CCCC(O)CCC,1.5168397937279479
40.0,0.998,0,0.0020129,0,1.0,0,h2o,4-heptanol,lacticacid,0.99864857,0.00053761,0.00081382,0.25221247,0.74655378,0.00123374,CCCC(O)CCC,1.5159863360448256
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-heptanol,lacticacid,0.99781176,0.00054744,0.0016408,0.2528547,0.74466075,0.00248455,CCCC(O)CCC,1.5142308629936616
40.0,0.9897,0,0.0103,0,1.0,0,h2o,4-heptanol,lacticacid,0.99521707,0.00057878,0.00420415,0.25481736,0.7388399,0.00634274,CCCC(O)CCC,1.508685465551895
40.0,0.9787,0,0.0213,0,1.0,0,h2o,4-heptanol,lacticacid,0.9905885,0.00063799,0.00877351,0.25821753,0.72863481,0.01314766,CCCC(O)CCC,1.498563288809154
40.0,0.9669,0,0.0331,0,1.0,0,h2o,4-heptanol,lacticacid,0.98553159,0.00070775,0.01376067,0.26177663,0.71775959,0.02046378,CCCC(O)CCC,1.4871209032699717
40.0,0.9543,0,0.0457,0,1.0,0,h2o,4-heptanol,lacticacid,0.97998171,0.00079067,0.01922761,0.26552026,0.70613214,0.02834759,CCCC(O)CCC,1.474316880777174
40.0,0.9407,0,0.0593,0,1.0,0,h2o,4-heptanol,lacticacid,0.97386012,0.0008903,0.02524959,0.26945726,0.69367956,0.03686317,CCCC(O)CCC,1.4599512308912739
20.0,0.999,0,0.0010033,0,1.0,0,h2o,4-heptanone,lacticacid,0.9985094,0.00094581,0.00054478,0.06827102,0.93125186,0.00047711,CCCC(CCC)=O,0.8757847204376078
20.0,0.998,0,0.0020129,0,1.0,0,h2o,4-heptanone,lacticacid,0.99795131,0.00095571,0.00109298,0.06860877,0.9304334,0.00095783,CCCC(CCC)=O,0.8763472341671394
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-heptanone,lacticacid,0.99682436,0.00097593,0.00219971,0.06929225,0.92877753,0.00193023,CCCC(CCC)=O,0.8774929422514786
20.0,0.9897,0,0.0103,0,1.0,0,h2o,4-heptanone,lacticacid,0.99335502,0.00104018,0.0056048,0.07140927,0.92365205,0.00493868,CCCC(CCC)=O,0.8811518698258636
20.0,0.9787,0,0.0213,0,1.0,0,h2o,4-heptanone,lacticacid,0.98726181,0.00116052,0.01157767,0.07518793,0.91453,0.01028207,CCCC(CCC)=O,0.8880949275631453
20.0,0.9669,0,0.0331,0,1.0,0,h2o,4-heptanone,lacticacid,0.98074721,0.00130026,0.01795252,0.0793158,0.90459709,0.0160871,CCCC(CCC)=O,0.8960914679387629
20.0,0.9543,0,0.0457,0,1.0,0,h2o,4-heptanone,lacticacid,0.97376952,0.00146336,0.02476713,0.08385254,0.89372594,0.02242152,CCCC(CCC)=O,0.9052934272158301
20.0,0.9407,0,0.0593,0,1.0,0,h2o,4-heptanone,lacticacid,0.96628157,0.0016547,0.03206373,0.08886804,0.88176569,0.02936627,CCCC(CCC)=O,0.9158719213266828
30.0,0.999,0,0.0010033,0,1.0,0,h2o,4-heptanone,lacticacid,0.99870445,0.00079355,0.000502,0.07309173,0.92639262,0.00051565,CCCC(CCC)=O,1.027191235059761
30.0,0.998,0,0.0020129,0,1.0,0,h2o,4-heptanone,lacticacid,0.99819105,0.00080169,0.00100726,0.07345874,0.92550627,0.00103499,CCCC(CCC)=O,1.0275301312471457
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-heptanone,lacticacid,0.99715401,0.00081834,0.00202765,0.07420106,0.92371403,0.0020849,CCCC(CCC)=O,1.0282346558824256
30.0,0.9897,0,0.0103,0,1.0,0,h2o,4-heptanone,lacticacid,0.99395871,0.00087126,0.00517003,0.07649723,0.91817477,0.005328,CCCC(CCC)=O,1.030554948423897
30.0,0.9787,0,0.0213,0,1.0,0,h2o,4-heptanone,lacticacid,0.98833657,0.00097051,0.01069292,0.08058353,0.90834728,0.01106919,CCCC(CCC)=O,1.0351887043015378
30.0,0.9669,0,0.0331,0,1.0,0,h2o,4-heptanone,lacticacid,0.98231091,0.00108598,0.01660311,0.08502955,0.89769077,0.01727968,CCCC(CCC)=O,1.0407495945036802
30.0,0.9543,0,0.0457,0,1.0,0,h2o,4-heptanone,lacticacid,0.97583943,0.00122107,0.0229395,0.08989328,0.88608106,0.02402567,CCCC(CCC)=O,1.0473493319383596
30.0,0.9407,0,0.0593,0,1.0,0,h2o,4-heptanone,lacticacid,0.96887362,0.00138004,0.02974633,0.09524175,0.87337274,0.03138551,CCCC(CCC)=O,1.0551052852570384
40.0,0.999,0,0.0010033,0,1.0,0,h2o,4-heptanone,lacticacid,0.99884046,0.00069392,0.00046562,0.07843469,0.92101744,0.00054787,CCCC(CCC)=O,1.1766461921738758
40.0,0.998,0,0.0020129,0,1.0,0,h2o,4-heptanone,lacticacid,0.99836476,0.00070088,0.00093435,0.07882658,0.92007392,0.0010995,CCCC(CCC)=O,1.1767538930807513
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-heptanone,lacticacid,0.99740359,0.00071512,0.00188129,0.07961895,0.91816684,0.00221421,CCCC(CCC)=O,1.1769636791775855
40.0,0.9897,0,0.0103,0,1.0,0,h2o,4-heptanone,lacticacid,0.99443983,0.00076038,0.00479979,0.08207335,0.91227313,0.00565352,CCCC(CCC)=O,1.1778681984003467
40.0,0.9787,0,0.0213,0,1.0,0,h2o,4-heptanone,lacticacid,0.98921569,0.00084536,0.00993895,0.08641656,0.9018567,0.01172674,CCCC(CCC)=O,1.1798771500007545
40.0,0.9669,0,0.0331,0,1.0,0,h2o,4-heptanone,lacticacid,0.98360365,0.00094436,0.01545198,0.09113413,0.89059035,0.01827552,CCCC(CCC)=O,1.1827299802355427
40.0,0.9543,0,0.0457,0,1.0,0,h2o,4-heptanone,lacticacid,0.97756049,0.00106041,0.0213791,0.09627666,0.87835884,0.0253645,CCCC(CCC)=O,1.1864157050577433
40.0,0.9407,0,0.0593,0,1.0,0,h2o,4-heptanone,lacticacid,0.97103629,0.00119731,0.0277664,0.10190929,0.86502087,0.03306984,CCCC(CCC)=O,1.1910020744496947
20.0,0.999,0,0.0010033,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.9915306,0.00811424,0.00035516,0.17155073,0.82781206,0.00063721,CC(C)CC(C)=O,1.7941491158914293
20.0,0.998,0,0.0020129,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.99112947,0.00815824,0.00071228,0.17232321,0.82639805,0.00127874,CC(C)CC(C)=O,1.7952771382040769
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.99031999,0.00824752,0.00143249,0.17388339,0.82354162,0.00257499,CC(C)CC(C)=O,1.7975622866477252
20.0,0.9897,0,0.0103,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.98783167,0.00852589,0.00364243,0.17869729,0.81473062,0.00657209,CC(C)CC(C)=O,1.8043147019983912
20.0,0.9787,0,0.0213,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.98346806,0.00902908,0.00750286,0.18715483,0.79922923,0.01361594,CC(C)CC(C)=O,1.8147666356562697
20.0,0.9669,0,0.0331,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.97880021,0.00958891,0.01161088,0.19620607,0.78261603,0.0211779,CC(C)CC(C)=O,1.823970276154779
20.0,0.9543,0,0.0457,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.97378126,0.01021623,0.01600251,0.20591724,0.76477298,0.02930978,CC(C)CC(C)=O,1.8315739218410112
20.0,0.9407,0,0.0593,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.96835016,0.0109259,0.02072394,0.21634026,0.74559154,0.03806819,CC(C)CC(C)=O,1.836918558922676
30.0,0.999,0,0.0010033,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.99334281,0.0063325,0.00032469,0.17234382,0.82699914,0.00065704,CC(C)CC(C)=O,2.023591733653639
30.0,0.998,0,0.0020129,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.99298315,0.00636566,0.00065119,0.17312628,0.82555531,0.00131841,CC(C)CC(C)=O,2.02461647138316
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.99225714,0.0064331,0.00130976,0.17469218,0.82265361,0.00265421,CC(C)CC(C)=O,2.0264857683850477
30.0,0.9897,0,0.0103,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.99002492,0.00664345,0.00333163,0.17951445,0.81371624,0.00676931,CC(C)CC(C)=O,2.031831265776812
30.0,0.9787,0,0.0213,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.98610962,0.00702342,0.00686696,0.18799957,0.79799254,0.01400789,CC(C)CC(C)=O,2.0398968393583186
30.0,0.9669,0,0.0331,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.98192027,0.00744592,0.01063381,0.19709155,0.78114583,0.02176262,CC(C)CC(C)=O,2.0465496374300463
30.0,0.9543,0,0.0457,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.97741328,0.00791955,0.01466717,0.20684122,0.76307343,0.03008535,CC(C)CC(C)=O,2.051203470062732
30.0,0.9407,0,0.0593,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.97253496,0.00845507,0.01900997,0.21733052,0.74363524,0.03903424,CC(C)CC(C)=O,2.0533562125558324
40.0,0.999,0,0.0010033,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.99448541,0.00521386,0.00030073,0.17451169,0.82481637,0.00067194,CC(C)CC(C)=O,2.2343630499118814
40.0,0.998,0,0.0020129,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.99415628,0.00524053,0.00060319,0.17528691,0.82336493,0.00134816,CC(C)CC(C)=O,2.2350503158208856
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.993492,0.00529464,0.00121336,0.17685251,0.82043389,0.0027136,CC(C)CC(C)=O,2.2364343640799107
40.0,0.9897,0,0.0103,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.99144922,0.00546337,0.00308741,0.18168188,0.81140109,0.00691703,CC(C)CC(C)=O,2.240398910413583
40.0,0.9787,0,0.0213,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.98786409,0.00576832,0.00636759,0.19016903,0.79553017,0.0143008,CC(C)CC(C)=O,2.24587324246693
40.0,0.9669,0,0.0331,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.98402499,0.00610759,0.00986742,0.19926311,0.77853837,0.02219852,CC(C)CC(C)=O,2.2496782340267263
40.0,0.9543,0,0.0457,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.97989222,0.0064879,0.01361988,0.20903512,0.76030186,0.03066303,CC(C)CC(C)=O,2.2513436241729003
40.0,0.9407,0,0.0593,0,1.0,0,h2o,4-methyl-2-pentanone,lacticacid,0.97541663,0.00691781,0.01766555,0.21957592,0.74067051,0.03975358,CC(C)CC(C)=O,2.250344880289603
20.0,0.999,0,0.0010033,0,1.0,0,h2o,4-nonanone,lacticacid,0.99926076,5.9257e-05,0.00067998,0.03398002,0.96568002,0.00033996,CCCCCC(CCC)=O,0.4999558810553252
20.0,0.998,0,0.0020129,0,1.0,0,h2o,4-nonanone,lacticacid,0.99857503,6.0283e-05,0.00136468,0.03411699,0.96520084,0.00068217,CCCCCC(CCC)=O,0.49987542867192303
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-nonanone,lacticacid,0.9971892,6.2401e-05,0.0027484,0.0343934,0.96423314,0.00137347,CCCCCC(CCC)=O,0.4997343909183525
20.0,0.9897,0,0.0103,0,1.0,0,h2o,4-nonanone,lacticacid,0.99291344,6.931e-05,0.00701725,0.03524287,0.96125245,0.00350468,CCCCCC(CCC)=O,0.4994378139584595
20.0,0.9787,0,0.0213,0,1.0,0,h2o,4-nonanone,lacticacid,0.98537001,8.2972e-05,0.01454702,0.03673456,0.95600126,0.00726418,CCCCCC(CCC)=O,0.4993586315272819
20.0,0.9669,0,0.0331,0,1.0,0,h2o,4-nonanone,lacticacid,0.9772573,9.9967e-05,0.02264273,0.0383222,0.9503639,0.0113139,CCCCCC(CCC)=O,0.49967031360617736
20.0,0.9543,0,0.0457,0,1.0,0,h2o,4-nonanone,lacticacid,0.96851405,0.00012125,0.0313647,0.04002661,0.94427663,0.01569676,CCCCCC(CCC)=O,0.5004594336945675
20.0,0.9407,0,0.0593,0,1.0,0,h2o,4-nonanone,lacticacid,0.95906768,0.00014811,0.04078421,0.04185845,0.93767963,0.02046192,CCCCCC(CCC)=O,0.5017118144497589
30.0,0.999,0,0.0010033,0,1.0,0,h2o,4-nonanone,lacticacid,0.99930914,5.1699e-05,0.00063916,0.03717738,0.96244286,0.00037976,CCCCCC(CCC)=O,0.5941548282120283
30.0,0.998,0,0.0020129,0,1.0,0,h2o,4-nonanone,lacticacid,0.99866446,5.2589e-05,0.00128295,0.03733675,0.96190138,0.00076187,CCCCCC(CCC)=O,0.5938423165361082
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-nonanone,lacticacid,0.99736099,5.4427e-05,0.00258458,0.03765812,0.9608086,0.00153328,CCCCCC(CCC)=O,0.5932414550913494
30.0,0.9897,0,0.0103,0,1.0,0,h2o,4-nonanone,lacticacid,0.99333439,6.0431e-05,0.00660518,0.03864368,0.95744905,0.00390727,CCCCCC(CCC)=O,0.5915463318183607
30.0,0.9787,0,0.0213,0,1.0,0,h2o,4-nonanone,lacticacid,0.98621254,7.2335e-05,0.01371512,0.04036706,0.95155357,0.00807937,CCCCCC(CCC)=O,0.5890848931689989
30.0,0.9669,0,0.0331,0,1.0,0,h2o,4-nonanone,lacticacid,0.97852769,8.7204e-05,0.02138511,0.04219091,0.94525812,0.01255097,CCCCCC(CCC)=O,0.5869022885549806
30.0,0.9543,0,0.0457,0,1.0,0,h2o,4-nonanone,lacticacid,0.97021675,0.00010591,0.02967734,0.04413893,0.93849668,0.01736439,CCCCCC(CCC)=O,0.5851060101747664
30.0,0.9407,0,0.0593,0,1.0,0,h2o,4-nonanone,lacticacid,0.96120569,0.00012965,0.03866466,0.04622616,0.93120506,0.02256878,CCCCCC(CCC)=O,0.5837056371373757
40.0,0.999,0,0.0010033,0,1.0,0,h2o,4-nonanone,lacticacid,0.99935056,4.7073e-05,0.00060237,0.0408246,0.9587599,0.0004155,CCCCCC(CCC)=O,0.6897753872204792
40.0,0.998,0,0.0020129,0,1.0,0,h2o,4-nonanone,lacticacid,0.99874286,4.7874e-05,0.00120927,0.04100539,0.95816116,0.00083345,CCCCCC(CCC)=O,0.689217461774459
40.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-nonanone,lacticacid,0.99751364,4.9528e-05,0.00243683,0.04136973,0.95695343,0.00167684,CCCCCC(CCC)=O,0.6881235047171941
40.0,0.9897,0,0.0103,0,1.0,0,h2o,4-nonanone,lacticacid,0.99371225,5.4934e-05,0.00623282,0.04248991,0.95324071,0.00426938,CCCCCC(CCC)=O,0.6849836831482379
40.0,0.9787,0,0.0213,0,1.0,0,h2o,4-nonanone,lacticacid,0.98697199,6.5677e-05,0.01296233,0.04443101,0.94675607,0.00881292,CCCCCC(CCC)=O,0.6798870264836646
40.0,0.9669,0,0.0331,0,1.0,0,h2o,4-nonanone,lacticacid,0.97967645,7.9128e-05,0.02024442,0.0464869,0.93984718,0.01366591,CCCCCC(CCC)=O,0.6750457656974119
40.0,0.9543,0,0.0457,0,1.0,0,h2o,4-nonanone,lacticacid,0.97175851,9.6122e-05,0.02814537,0.04866624,0.93246599,0.01886777,CCCCCC(CCC)=O,0.6703685188718428
40.0,0.9407,0,0.0593,0,1.0,0,h2o,4-nonanone,lacticacid,0.9631439,0.00011777,0.03673833,0.05099881,0.92453224,0.02446895,CCCCCC(CCC)=O,0.666033268251442
20.0,0.999,0,0.0010033,0,1.0,0,h2o,4-octanone,lacticacid,0.99914374,0.00023288,0.00062338,0.0458271,0.95377456,0.00039834,CCCCC(CCC)=O,0.639000288748436
20.0,0.998,0,0.0020129,0,1.0,0,h2o,4-octanone,lacticacid,0.99851298,0.00023611,0.00125092,0.04603783,0.95316263,0.00079955,CCCCC(CCC)=O,0.6391695711956
20.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-octanone,lacticacid,0.99723869,0.00024273,0.00251858,0.04646353,0.95192574,0.00161073,CCCCC(CCC)=O,0.639538946549246
20.0,0.9897,0,0.0103,0,1.0,0,h2o,4-octanone,lacticacid,0.9933108,0.00026406,0.00642513,0.04777583,0.94810703,0.00411715,CCCCC(CCC)=O,0.6407885910479632
20.0,0.9787,0,0.0213,0,1.0,0,h2o,4-octanone,lacticacid,0.98639408,0.0003051,0.01330082,0.05009483,0.9413474,0.00855777,CCCCC(CCC)=O,0.6434016850088942
20.0,0.9669,0,0.0331,0,1.0,0,h2o,4-octanone,lacticacid,0.97897264,0.00035441,0.02067295,0.0525897,0.93404349,0.0133668,CCCCC(CCC)=O,0.6465840627486643
20.0,0.9543,0,0.0457,0,1.0,0,h2o,4-octanone,lacticacid,0.97099391,0.00041401,0.02859208,0.05530108,0.92609941,0.01859951,CCCCC(CCC)=O,0.6505126594497498
20.0,0.9407,0,0.0593,0,1.0,0,h2o,4-octanone,lacticacid,0.96239726,0.0004865,0.03711623,0.05826357,0.91741474,0.02432169,CCCCC(CCC)=O,0.6552844941417811
30.0,0.999,0,0.0010033,0,1.0,0,h2o,4-octanone,lacticacid,0.9992195,0.00019912,0.00058139,0.04955732,0.95000444,0.00043823,CCCCC(CCC)=O,0.7537625346153185
30.0,0.998,0,0.0020129,0,1.0,0,h2o,4-octanone,lacticacid,0.99863135,0.00020185,0.0011668,0.04979431,0.94932624,0.00087944,CCCCC(CCC)=O,0.753719574905725
30.0,0.9959,0,0.0040513,0,1.0,0,h2o,4-octanone,lacticacid,0.99744267,0.00020746,0.00234986,0.05027276,0.94795629,0.00177095,CCCCC(CCC)=O,0.7536406424212506
30.0,0.9897,0,0.0103,0,1.0,0,h2o,4-octanone,lacticacid,0.99377472,0.00022555,0.00599972,0.05174516,0.94373392,0.00452092,CCCCC(CCC)=O,0.7535218310187809
30.0,0.9787,0,0.0213,0,1.0,0,h2o,4-octanone,lacticacid,0.9873012,0.00026043,0.01243838,0.05433868,0.93628534,0.00937598,CCCCC(CCC)=O,0.753794304402985
